Threshold Cost Clusters
-1 0 1
0 0 1
1 0 1
2 1 1
3 2 1
4 3 1
5 4 1
6 5 1
7 6 1
8 8 1
9 10 1
10 12 1
11 16 1
12 22 1
13 28 1
14 35 1
15 42 1
16 51 1
17 63 1
18 78 1
19 97 1
20 119 1
21 147 1
22 186 1
23 233 1
24 290 1
25 358 1
26 439 1
27 544 1
28 671 1
29 826 1
30 1023 1
31 1269 1
32 1563 1
33 1921 1
34 2343 1
35 2850 1
36 3462 1
37 4177 1
38 5016 1
39 6000 1
40 7145 1
41 8459 1
42 9972 1
43 11741 1
44 13791 1
45 16147 1
46 18834 1
47 21914 1
48 25409 1
49 29386 1
50 33908 1
51 39023 1
52 44876 1
53 51521 1
54 59042 1
55 67533 1
56 77091 1
57 87823 1
58 99844 1
59 113264 1
60 128161 1
61 144630 1
62 162843 1
63 182914 1
64 205069 1
65 229373 1
66 256092 1
67 285436 1
68 317510 1
69 352452 1
70 390524 1
71 431987 1
72 476987 1
73 525700 1
74 578367 1
75 635221 1
76 696490 1
77 762286 1
78 832820 1
79 908295 1
80 988902 1
81 1074900 1
82 1166516 1
83 1264014 1
84 1357829 2
85 1457560 3
86 1562014 4
87 1672266 5
88 1779257 7
89 1842972 14
90 1934569 19
91 1979671 29
92 2075343 37
93 2096862 50
94 2070775 73
95 2202012 73
96 2151337 89
97 2095818 113
98 2104310 129
99 2120353 171
100 2076746 192
101 2038264 223
102 1848789 245
103 1762224 284
104 1610853 477
105 1458944 387
106 1363941 487
107 1248546 499
108 1125028 549
109 1025862 529
110 952004 537
111 881899 572
112 808175 567
113 748984 601
114 682448 641
115 625463 630
116 570822 672
117 519357 650
118 477206 697
119 430065 698
120 388256 685
121 351306 732
122 316357 744
123 282166 772
124 253882 768
125 225760 800
126 201046 795
127 178334 816
128 157424 827
129 139474 837
130 122812 853
131 107737 842
132 94192 847
133 82670 866
134 72045 866
135 62624 865
136 54358 864
137 47095 866
138 40712 866
139 35105 865
140 30251 866
141 25975 866
142 22253 866
143 19007 866
144 16189 866
145 13743 865
146 11656 865
147 9858 864
148 8300 861
149 6946 856
150 5779 851
151 4795 849
152 3949 843
153 3219 837
154 2566 825
155 2027 820
156 1609 821
157 1140 800
158 791 789
159 587 791
160 240 766
161 172 779
162 121 787
163 79 801
164 48 811
165 32 820
166 21 827
167 16 837
168 11 840
169 8 848
170 5 852
171 3 854
172 1 858
173 0 862
174 0 863
175 0 864
176 0 864
177 0 865
178 0 865
179 0 866
180 0 866
