Threshold Cost Clusters
-1 0 1
0 0 1
1 0 1
2 7 1
3 31 1
4 89 1
5 233 1
6 526 1
7 1051 1
8 1870 1
9 3047 1
10 4658 1
11 6771 1
12 9422 1
13 12683 1
14 16561 1
15 21097 1
16 26332 1
17 32275 1
18 39004 1
19 46560 1
20 54999 1
21 64422 1
22 74813 1
23 86205 1
24 98592 1
25 112049 1
26 126588 1
27 142291 1
28 159161 1
29 177286 1
30 196678 1
31 217441 1
32 239596 1
33 263262 1
34 288517 1
35 315409 1
36 343937 1
37 374068 1
38 405780 1
39 439179 1
40 474233 1
41 511075 1
42 549716 1
43 590293 1
44 632840 1
45 677395 1
46 724035 1
47 772822 1
48 823801 1
49 877073 1
50 932634 1
51 990531 1
52 1050834 1
53 1113629 1
54 1178943 1
55 1246769 1
56 1317210 1
57 1390272 1
58 1465948 1
59 1544260 1
60 1625304 1
61 1709002 1
62 1795429 1
63 1884617 1
64 1976646 1
65 2071543 1
66 2169328 1
67 2270032 1
68 2373727 1
69 2480432 1
70 2590268 1
71 2703255 1
72 2819486 1
73 2928229 2
74 3061708 1
75 3181854 2
76 3206448 42
77 3220219 35
78 3178492 44
79 2968918 141
80 3356654 164
81 2197648 94
82 2916810 131
83 1563740 59
84 1346096 42
85 1011580 26
86 891095 17
87 925687 16
88 743295 3
89 732600 3
90 740508 3
91 833932 27
92 1244929 46
93 945996 15
94 721163 5
95 705256 5
96 688447 5
97 697397 9
98 682175 13
99 721286 13
100 679529 15
101 654315 22
102 613696 22
103 575019 26
104 523269 26
105 475539 29
106 488376 34
107 438809 33
108 478232 42
109 398622 49
110 401444 68
111 363187 104
112 356876 192
113 291839 197
114 321257 345
115 272267 383
116 243667 520
117 221215 644
118 179855 695
119 147356 764
120 119611 830
121 93447 849
122 70439 862
123 51250 866
124 35800 866
125 23701 866
126 14647 866
127 8220 866
128 3947 856
129 1034 620
130 39 503
131 0 788
132 0 866
133 0 866
