yearID,round,playerID,teamID,lgID,G,AB,R,H,X2B,X3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP
1903,WS,colliji01,BOS,AL,8,36,5,9,1,2,0,1,3,0,1,1,0,0,0,0,1
1903,WS,crigelo01,BOS,AL,8,26,1,6,0,0,0,4,0,0,2,3,0,0,1,0,1
1903,WS,dinnebi01,BOS,AL,4,11,1,2,0,0,0,0,0,0,2,2,0,0,1,0,0
1903,WS,doughpa01,BOS,AL,8,34,3,8,0,2,2,5,0,0,2,6,0,1,0,0,0
1903,WS,farredu01,BOS,AL,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1903,WS,ferriho01,BOS,AL,8,31,3,9,0,1,0,5,0,0,0,6,0,1,1,0,0
1903,WS,freembu01,BOS,AL,8,31,6,9,0,3,0,4,0,1,2,2,0,0,0,1,0
1903,WS,hugheto01,BOS,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1903,WS,lachaca01,BOS,AL,8,25,5,6,2,1,0,4,0,0,3,2,0,0,3,2,1
1903,WS,obrieja02,BOS,AL,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1903,WS,parenfr01,BOS,AL,8,31,8,9,0,3,0,4,0,0,1,1,0,1,0,1,0
1903,WS,stahlch01,BOS,AL,8,33,6,10,1,3,0,3,2,1,1,2,0,0,0,0,0
1903,WS,youngcy01,BOS,AL,4,15,1,1,0,1,0,3,0,0,0,3,0,0,0,0,1
1903,WS,beaumgi01,PIT,NL,8,34,6,9,0,1,0,1,2,0,2,4,0,0,0,0,0
1903,WS,branski01,PIT,NL,8,29,3,6,0,2,0,1,1,0,1,6,0,0,1,0,0
1903,WS,clarkfr01,PIT,NL,8,34,3,9,2,1,0,2,1,0,1,5,0,0,0,0,0
1903,WS,kennebr01,PIT,NL,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1903,WS,leachto01,PIT,NL,8,33,3,9,0,4,0,7,1,1,1,4,0,0,0,0,1
1903,WS,leevesa01,PIT,NL,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1903,WS,phelped01,PIT,NL,8,26,1,6,2,0,0,1,0,0,1,6,0,0,1,0,0
1903,WS,phillde01,PIT,NL,5,18,1,4,0,0,0,1,0,0,0,3,0,0,0,0,0
1903,WS,ritchcl01,PIT,NL,8,27,2,4,1,0,0,2,1,0,4,7,0,0,0,0,0
1903,WS,sebriji01,PIT,NL,8,30,3,10,0,1,1,4,0,1,1,4,0,0,0,0,0
1903,WS,smithha03,PIT,NL,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1903,WS,thompgu01,PIT,NL,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1903,WS,veilbu01,PIT,NL,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
1903,WS,wagneho01,PIT,NL,8,27,2,6,1,0,0,3,3,1,3,4,0,1,1,0,0
1905,WS,bendech01,PHA,AL,2,5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1905,WS,coaklan01,PHA,AL,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1905,WS,crossla01,PHA,AL,5,19,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0
1905,WS,crossmo01,PHA,AL,5,17,0,3,0,0,0,0,0,1,0,7,0,0,0,0,0
1905,WS,davisha01,PHA,AL,5,20,0,4,1,0,0,0,0,0,0,1,0,0,0,0,0
1905,WS,hartsto01,PHA,AL,5,17,1,4,1,0,0,0,2,0,2,1,0,0,1,0,0
1905,WS,hoffmda01,PHA,AL,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1905,WS,lordbr01,PHA,AL,5,20,0,2,0,0,0,2,0,0,0,5,0,0,0,0,0
1905,WS,murphda02,PHA,AL,5,16,0,3,1,0,0,0,0,1,0,2,0,0,1,0,1
1905,WS,planked01,PHA,AL,2,6,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1
1905,WS,powerdo01,PHA,AL,3,7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1905,WS,schreos01,PHA,AL,3,9,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
1905,WS,seyboso01,PHA,AL,5,16,0,2,0,0,0,0,0,0,2,3,0,0,0,0,0
1905,WS,amesre01,NY1,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1905,WS,bresnro01,NY1,NL,5,16,3,5,2,0,0,1,1,0,4,0,1,2,0,0,0
1905,WS,brownge01,NY1,NL,5,22,2,5,0,0,0,1,2,0,0,2,0,0,0,0,0
1905,WS,dahlebi01,NY1,NL,5,15,1,0,0,0,0,1,2,0,3,2,0,0,0,0,0
1905,WS,devliar01,NY1,NL,5,16,0,4,1,0,0,1,3,0,1,3,0,0,1,0,1
1905,WS,donlimi01,NY1,NL,5,19,4,5,1,0,0,1,1,1,2,1,1,0,1,0,0
1905,WS,gilbebi02,NY1,NL,5,16,1,5,0,0,0,2,1,1,0,2,0,0,0,1,0
1905,WS,mathech01,NY1,NL,3,8,1,2,0,0,0,0,0,0,1,1,0,0,2,0,0
1905,WS,mcganda01,NY1,NL,5,17,1,4,2,0,0,4,0,1,2,7,0,0,1,0,0
1905,WS,mcginjo01,NY1,NL,2,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
1905,WS,mertesa01,NY1,NL,5,17,2,3,1,0,0,2,0,2,2,5,0,0,0,0,0
1905,WS,stransa01,NY1,NL,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1906,WS,altroni01,CHA,AL,2,4,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
1906,WS,davisge01,CHA,AL,3,13,4,4,3,0,0,6,1,1,0,1,0,0,0,0,0
1906,WS,donahji02,CHA,AL,6,18,0,5,2,1,0,4,0,2,3,4,0,1,2,0,1
1906,WS,doughpa01,CHA,AL,6,20,1,2,0,0,0,1,2,0,3,3,0,0,0,0,0
1906,WS,hahned01,CHA,AL,6,22,4,6,0,0,0,0,0,2,1,1,0,1,1,0,0
1906,WS,isbelfr01,CHA,AL,6,26,4,8,4,0,0,4,1,0,0,6,0,0,0,0,0
1906,WS,jonesfi01,CHA,AL,6,21,4,3,0,0,0,0,0,1,3,3,0,0,2,0,0
1906,WS,mcfared01,CHA,AL,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1906,WS,oneilbi01,CHA,AL,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1906,WS,owenfr01,CHA,AL,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1906,WS,rohege01,CHA,AL,6,21,2,7,1,2,0,4,2,0,3,1,0,1,0,0,0
1906,WS,sullibi03,CHA,AL,6,21,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0
1906,WS,tannele01,CHA,AL,3,9,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0
1906,WS,towneba01,CHA,AL,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1906,WS,walshed01,CHA,AL,2,4,1,0,0,0,0,0,0,0,3,3,0,0,0,0,0
1906,WS,whitedo01,CHA,AL,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1906,WS,brownmo01,CHN,NL,3,6,0,2,0,0,0,0,0,0,0,4,0,0,1,0,0
1906,WS,chancfr01,CHN,NL,6,21,3,5,1,0,0,0,2,1,2,1,0,2,0,0,0
1906,WS,eversjo01,CHN,NL,6,20,2,3,1,0,0,1,2,1,1,3,0,0,0,0,0
1906,WS,gessldo01,CHN,NL,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1906,WS,hofmaso01,CHN,NL,6,23,3,7,1,0,0,2,1,1,3,5,0,0,1,0,0
1906,WS,klingjo01,CHN,NL,6,17,2,3,1,0,0,0,0,0,4,3,1,0,0,0,1
1906,WS,moranpa01,CHN,NL,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1906,WS,overaor01,CHN,NL,2,4,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0
1906,WS,pfiesja01,CHN,NL,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1906,WS,reulbed01,CHN,NL,2,3,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0
1906,WS,schulfr01,CHN,NL,6,26,1,7,3,0,0,3,0,2,1,3,0,0,0,0,0
1906,WS,sheckji01,CHN,NL,6,21,0,0,0,0,0,1,1,0,2,4,0,0,3,0,0
1906,WS,steinha01,CHN,NL,6,20,2,5,1,0,0,2,0,1,1,0,0,0,3,0,0
1906,WS,tinkejo01,CHN,NL,6,18,4,3,0,0,0,1,3,0,2,2,0,0,3,0,0
1907,WS,archeji01,DET,AL,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1907,WS,cobbty01,DET,AL,5,20,1,4,0,1,0,0,0,1,0,3,0,1,0,0,1
1907,WS,coughbi01,DET,AL,5,20,0,5,0,0,0,0,1,0,1,4,0,0,0,0,0
1907,WS,crawfsa01,DET,AL,5,21,1,5,1,0,0,3,0,0,0,3,0,0,0,0,0
1907,WS,donovbi01,DET,AL,2,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
1907,WS,jonesda01,DET,AL,5,17,1,6,0,0,0,0,3,1,4,0,0,0,1,0,0
1907,WS,killied01,DET,AL,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1907,WS,mullige01,DET,AL,2,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1907,WS,olearch01,DET,AL,5,17,0,1,0,0,0,0,0,1,1,3,0,0,1,0,0
1907,WS,paynefr01,DET,AL,2,4,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
1907,WS,rossmcl01,DET,AL,5,19,1,9,0,1,0,2,1,0,1,0,0,0,0,1,0
1907,WS,schaege01,DET,AL,5,21,1,3,0,0,0,0,0,2,0,3,0,0,1,0,1
1907,WS,schmibo01,DET,AL,4,12,0,2,0,0,0,0,0,0,2,1,0,0,0,0,0
1907,WS,sieveed01,DET,AL,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1907,WS,brownmo01,CHN,NL,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1907,WS,chancfr01,CHN,NL,4,13,3,2,1,0,0,0,3,0,4,2,0,1,0,0,0
1907,WS,eversjo01,CHN,NL,5,20,2,7,2,0,0,1,3,1,0,1,0,0,1,0,0
1907,WS,howarde01,CHN,NL,2,5,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0
1907,WS,klingjo01,CHN,NL,5,19,2,4,0,0,0,1,0,0,1,4,0,0,1,0,0
1907,WS,moranpa01,CHN,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1907,WS,overaor01,CHN,NL,2,5,0,1,0,0,0,2,0,0,0,1,0,0,2,0,0
1907,WS,pfiesja01,CHN,NL,1,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1907,WS,reulbed01,CHN,NL,2,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1907,WS,schulfr01,CHN,NL,5,20,3,5,0,0,0,2,0,0,1,2,0,0,0,0,0
1907,WS,sheckji01,CHN,NL,5,21,0,5,2,0,0,2,1,2,0,4,0,1,1,0,0
1907,WS,slaglji01,CHN,NL,5,22,3,6,0,0,0,3,5,2,2,3,0,0,0,0,0
1907,WS,steinha01,CHN,NL,5,17,2,8,1,1,0,2,1,0,1,2,0,2,1,0,0
1907,WS,tinkejo01,CHN,NL,5,13,4,2,0,0,0,1,1,0,3,3,0,0,2,0,0
1907,WS,zimmehe01,CHN,NL,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1908,WS,cobbty01,DET,AL,5,19,3,7,1,0,0,4,2,1,1,2,0,0,1,0,0
1908,WS,coughbi01,DET,AL,3,8,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0
1908,WS,crawfsa01,DET,AL,5,21,2,5,1,0,0,1,0,0,1,2,0,0,0,0,1
1908,WS,donovbi01,DET,AL,2,4,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0
1908,WS,downsre01,DET,AL,2,6,1,1,1,0,0,1,0,0,1,2,0,0,0,0,0
1908,WS,jonesda01,DET,AL,3,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1908,WS,killied01,DET,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1908,WS,mcintma01,DET,AL,5,18,2,4,1,0,0,0,1,0,3,2,0,1,0,0,0
1908,WS,mullige01,DET,AL,1,3,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
1908,WS,olearch01,DET,AL,5,19,2,4,0,0,0,0,0,0,0,3,0,0,1,0,0
1908,WS,rossmcl01,DET,AL,5,19,3,4,0,0,0,3,0,0,1,4,0,0,0,0,1
1908,WS,schaege01,DET,AL,5,16,0,2,0,0,0,0,1,1,1,4,0,0,1,0,0
1908,WS,schmibo01,DET,AL,4,14,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0
1908,WS,summeed01,DET,AL,2,5,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0
1908,WS,thomair01,DET,AL,2,4,0,2,1,0,0,1,0,0,1,0,0,0,0,0,0
1908,WS,wintege01,DET,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1908,WS,brownmo01,CHN,NL,2,4,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0
1908,WS,chancfr01,CHN,NL,5,19,4,8,0,0,0,2,5,0,3,1,0,0,0,0,0
1908,WS,eversjo01,CHN,NL,5,20,5,7,1,0,0,2,2,2,1,2,0,0,1,0,0
1908,WS,hofmaso01,CHN,NL,5,19,2,6,0,1,0,4,2,0,1,4,0,0,0,0,0
1908,WS,howarde01,CHN,NL,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1908,WS,klingjo01,CHN,NL,5,16,2,4,1,0,0,2,0,2,2,2,0,0,1,0,1
1908,WS,overaor01,CHN,NL,3,6,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0
1908,WS,pfiesja01,CHN,NL,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
1908,WS,reulbed01,CHN,NL,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1908,WS,schulfr01,CHN,NL,5,18,4,7,0,1,0,2,2,2,2,1,0,0,2,0,0
1908,WS,sheckji01,CHN,NL,5,21,2,5,2,0,0,1,1,0,2,3,0,0,0,0,2
1908,WS,steinha01,CHN,NL,5,16,3,4,0,0,0,3,1,1,2,5,0,0,2,1,0
1908,WS,tinkejo01,CHN,NL,5,19,2,5,0,0,1,4,2,1,0,2,0,0,0,0,0
1909,WS,bushdo01,DET,AL,7,22,5,7,1,0,0,3,1,2,5,3,0,2,3,0,0
1909,WS,cobbty01,DET,AL,7,26,3,6,3,0,0,5,2,1,2,2,0,1,0,0,0
1909,WS,crawfsa01,DET,AL,7,28,4,7,3,0,1,4,1,0,1,1,0,0,0,0,0
1909,WS,delahji01,DET,AL,7,26,2,9,5,0,0,4,0,0,2,5,0,1,0,0,0
1909,WS,donovbi01,DET,AL,2,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1909,WS,jonesda01,DET,AL,7,30,6,7,0,0,1,1,1,2,2,1,0,0,0,0,0
1909,WS,jonesto01,DET,AL,7,24,3,6,1,0,0,2,1,0,2,0,0,0,1,0,0
1909,WS,mcintma01,DET,AL,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1909,WS,moriage02,DET,AL,7,22,4,6,1,0,0,1,0,1,3,1,0,0,0,0,0
1909,WS,mullige01,DET,AL,6,16,1,3,1,0,0,0,0,0,1,3,0,0,0,0,0
1909,WS,olearch01,DET,AL,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1909,WS,schmibo01,DET,AL,6,18,0,4,3,0,0,4,0,0,2,0,0,0,0,0,0
1909,WS,stanaos01,DET,AL,2,5,0,1,0,0,0,2,0,0,0,2,0,0,1,0,1
1909,WS,summeed01,DET,AL,2,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
1909,WS,willeed01,DET,AL,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1909,WS,worksra01,DET,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1909,WS,abbated01,PIT,NL,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1909,WS,abstebi01,PIT,NL,7,26,3,6,2,0,0,2,1,0,3,9,0,0,0,0,0
1909,WS,adamsba01,PIT,NL,3,9,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0
1909,WS,byrnebo01,PIT,NL,7,24,5,6,1,0,0,0,1,1,1,4,0,2,0,0,0
1909,WS,camniho01,PIT,NL,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1909,WS,clarkfr01,PIT,NL,7,19,7,4,0,0,2,7,3,0,5,3,0,1,4,1,0
1909,WS,gibsoge01,PIT,NL,7,25,2,6,2,0,0,2,2,1,1,1,0,0,0,0,0
1909,WS,hyattha01,PIT,NL,2,4,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1909,WS,leachto01,PIT,NL,7,25,8,9,4,0,0,2,1,1,2,1,0,1,1,1,0
1909,WS,leifile01,PIT,NL,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1909,WS,maddoni01,PIT,NL,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1909,WS,milledo02,PIT,NL,7,28,2,7,1,0,0,4,3,0,2,5,0,0,0,0,0
1909,WS,oconnpa02,PIT,NL,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1909,WS,phillde01,PIT,NL,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1909,WS,wagneho01,PIT,NL,7,24,4,8,2,1,0,6,6,2,4,2,0,2,0,0,0
1909,WS,willivi01,PIT,NL,2,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1909,WS,wilsoch01,PIT,NL,7,26,2,4,1,0,0,1,1,1,0,2,0,0,2,0,0
1910,WS,bakerfr01,PHA,AL,5,22,6,9,3,1,0,4,0,3,2,1,0,0,0,0,0
1910,WS,barryja01,PHA,AL,5,17,3,4,2,0,0,3,0,0,1,3,0,1,2,0,1
1910,WS,bendech01,PHA,AL,2,6,1,2,0,0,0,1,0,0,1,1,0,0,0,0,0
1910,WS,collied01,PHA,AL,5,21,5,9,4,0,0,3,4,2,2,0,0,0,1,0,0
1910,WS,coombja01,PHA,AL,3,13,0,5,1,0,0,3,0,0,0,3,0,0,0,0,1
1910,WS,davisha01,PHA,AL,5,17,5,6,3,0,0,2,0,0,3,4,0,1,2,0,0
1910,WS,hartsto01,PHA,AL,1,5,2,1,0,0,0,0,2,0,0,1,0,0,0,0,0
1910,WS,lappja01,PHA,AL,1,4,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0
1910,WS,lordbr01,PHA,AL,5,22,3,4,2,0,0,1,0,1,1,3,0,0,1,0,0
1910,WS,murphda02,PHA,AL,5,20,6,8,3,0,1,9,1,0,1,0,0,0,1,0,0
1910,WS,strunam01,PHA,AL,4,18,2,5,1,1,0,2,0,1,2,5,0,0,0,0,0
1910,WS,thomair01,PHA,AL,4,12,2,3,0,0,0,1,0,0,4,1,0,0,0,0,1
1910,WS,archeji01,CHN,NL,3,11,1,2,1,0,0,0,0,0,0,4,0,0,0,0,0
1910,WS,beaumgi01,CHN,NL,3,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1910,WS,brownmo01,CHN,NL,3,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1910,WS,chancfr01,CHN,NL,5,17,1,6,1,1,0,4,0,0,0,2,0,0,0,0,0
1910,WS,coleki01,CHN,NL,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
1910,WS,hofmaso01,CHN,NL,5,15,2,4,0,0,0,2,0,0,4,3,0,0,1,1,0
1910,WS,kanejo01,CHN,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1910,WS,klingjo01,CHN,NL,5,13,0,1,0,0,0,1,0,0,1,2,0,0,0,0,1
1910,WS,mcintha01,CHN,NL,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1910,WS,needhto01,CHN,NL,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1910,WS,overaor01,CHN,NL,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1910,WS,pfiesja01,CHN,NL,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1910,WS,reulbed01,CHN,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1910,WS,richile01,CHN,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1910,WS,schulfr01,CHN,NL,5,17,3,7,3,0,0,2,0,5,2,3,0,0,2,0,0
1910,WS,sheckji01,CHN,NL,5,14,5,5,2,0,0,1,1,0,7,2,0,0,1,0,0
1910,WS,steinha01,CHN,NL,5,20,0,2,1,0,0,1,0,0,0,4,0,0,0,0,0
1910,WS,tinkejo01,CHN,NL,5,18,2,6,2,0,0,0,1,2,2,2,0,0,0,0,0
1910,WS,zimmehe01,CHN,NL,5,17,0,4,1,0,0,2,1,1,1,3,0,0,1,1,1
1911,WS,bakerfr01,PHA,AL,6,24,7,9,2,0,2,5,0,1,1,5,1,0,0,0,0
1911,WS,barryja01,PHA,AL,6,19,2,7,4,0,0,2,2,1,0,2,0,0,2,1,0
1911,WS,bendech01,PHA,AL,3,11,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1911,WS,collied01,PHA,AL,6,21,4,6,1,0,0,1,2,0,2,3,0,0,2,0,0
1911,WS,coombja01,PHA,AL,2,8,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1911,WS,davisha01,PHA,AL,6,24,3,5,1,0,0,5,0,1,0,3,0,0,0,0,0
1911,WS,lappja01,PHA,AL,2,8,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0
1911,WS,lordbr01,PHA,AL,6,27,2,5,2,0,0,1,0,0,0,5,0,0,0,0,0
1911,WS,mcinnst01,PHA,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1911,WS,murphda02,PHA,AL,6,23,4,7,3,0,0,3,0,2,0,3,0,0,1,0,0
1911,WS,oldriru01,PHA,AL,6,25,2,5,2,0,1,3,0,0,0,4,0,0,2,0,0
1911,WS,planked01,PHA,AL,2,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
1911,WS,strunam01,PHA,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1911,WS,thomair01,PHA,AL,4,12,1,1,0,0,0,1,0,1,1,2,0,0,0,1,0
1911,WS,amesre01,NY1,NL,2,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1911,WS,beckebe01,NY1,NL,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1911,WS,cranddo01,NY1,NL,3,2,1,1,1,0,0,1,0,0,2,0,0,0,0,0,0
1911,WS,devorjo01,NY1,NL,6,24,1,4,1,0,0,3,0,3,1,8,0,0,0,0,0
1911,WS,doylela01,NY1,NL,6,23,3,7,3,1,0,1,2,0,2,1,0,0,0,0,0
1911,WS,fletcar01,NY1,NL,6,23,1,3,1,0,0,1,0,0,0,4,0,0,0,0,0
1911,WS,herzobu01,NY1,NL,6,21,3,4,2,0,0,0,1,1,2,3,0,0,0,0,0
1911,WS,marquru01,NY1,NL,3,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
1911,WS,mathech01,NY1,NL,3,7,0,2,0,0,0,0,0,0,1,3,0,0,0,0,0
1911,WS,merklfr01,NY1,NL,6,20,1,3,1,0,0,1,0,1,2,6,0,1,0,1,0
1911,WS,meyerch01,NY1,NL,6,20,2,6,2,0,0,2,0,1,0,3,0,0,0,1,0
1911,WS,murrare01,NY1,NL,6,21,0,0,0,0,0,0,0,0,2,5,0,0,2,0,0
1911,WS,snodgfr01,NY1,NL,6,19,1,2,0,0,0,1,0,2,2,7,0,2,1,1,0
1911,WS,wilsoar01,NY1,NL,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1911,WS,wiltsho01,NY1,NL,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1912,WS,ballne01,BOS,AL,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1912,WS,bediehu01,BOS,AL,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1912,WS,cadyhi01,BOS,AL,7,22,1,3,0,0,0,1,0,0,0,3,0,0,1,0,0
1912,WS,carribi02,BOS,AL,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1912,WS,collira01,BOS,AL,2,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
1912,WS,englecl01,BOS,AL,3,3,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0
1912,WS,gardnla01,BOS,AL,8,28,4,5,2,1,1,5,0,0,2,5,0,1,2,1,0
1912,WS,hallch02,BOS,AL,2,4,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0
1912,WS,henriol01,BOS,AL,2,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
1912,WS,hoopeha01,BOS,AL,8,31,3,9,2,1,0,2,1,1,4,4,0,0,1,1,0
1912,WS,lewisdu01,BOS,AL,8,32,4,6,3,0,0,1,0,0,2,2,1,0,0,0,0
1912,WS,obriebu01,BOS,AL,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
1912,WS,speaktr01,BOS,AL,8,30,4,9,1,2,0,2,1,1,4,2,0,0,0,0,1
1912,WS,stahlja01,BOS,AL,8,32,3,8,2,0,0,2,2,1,0,6,0,0,1,0,0
1912,WS,wagnehe01,BOS,AL,8,30,1,5,1,0,0,0,1,0,3,6,0,0,0,0,0
1912,WS,woodjo02,BOS,AL,4,7,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0
1912,WS,yerkest02,BOS,AL,8,32,3,8,0,2,0,4,0,0,2,3,0,0,1,0,0
1912,WS,amesre01,NY1,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1912,WS,beckebe01,NY1,NL,2,4,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0
1912,WS,cranddo01,NY1,NL,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1912,WS,devorjo01,NY1,NL,7,24,4,6,0,0,0,0,4,2,7,5,0,0,0,0,0
1912,WS,doylela01,NY1,NL,8,33,5,8,0,0,1,2,2,0,3,2,1,0,0,0,0
1912,WS,fletcar01,NY1,NL,8,28,1,5,1,0,0,3,1,0,1,4,0,0,0,0,0
1912,WS,herzobu01,NY1,NL,8,30,6,12,4,1,0,5,2,1,1,3,0,1,0,2,0
1912,WS,marquru01,NY1,NL,2,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1912,WS,mathech01,NY1,NL,3,12,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0
1912,WS,mccormo01,NY1,NL,5,4,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
1912,WS,merklfr01,NY1,NL,8,33,5,9,2,1,0,3,1,1,0,7,0,0,1,0,0
1912,WS,meyerch01,NY1,NL,8,28,2,10,0,1,0,3,1,1,2,3,1,1,1,0,0
1912,WS,murrare01,NY1,NL,8,31,5,10,4,1,0,4,0,1,2,2,0,0,1,0,0
1912,WS,shafeti01,NY1,NL,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
