Threshold Cost Clusters
-1 0 1
0 0 1
1 345550 1
2 693045 1
3 586289 26
4 523061 12
5 583077 6
6 609473 34
7 634429 39
8 640922 22
9 711080 44
10 757710 49
11 755519 59
12 776410 41
13 794729 97
14 842406 109
15 886522 80
16 742902 90
17 797619 122
18 832154 128
19 800386 107
20 805623 112
21 878595 165
22 917660 121
23 905988 188
24 894938 180
25 916985 197
26 882871 162
27 940136 234
28 999681 244
29 977091 242
30 937081 238
31 931179 244
32 926114 244
33 943029 250
34 973152 292
35 1002457 296
36 1015617 328
37 1041211 339
38 1034484 363
39 1035507 371
40 1025636 372
41 1006866 372
42 996148 379
43 991745 389
44 978683 394
45 977254 391
46 969562 401
47 984339 433
48 1008126 469
49 1014967 491
50 973156 441
51 1022393 492
52 1008891 497
53 999892 482
54 992825 504
55 979250 511
56 990698 533
57 980437 542
58 967618 524
59 922079 497
60 921132 504
61 912854 513
62 920781 537
63 931292 572
64 912469 573
65 890491 551
66 853635 525
67 857788 547
68 870938 595
69 856414 616
70 850409 634
71 845293 633
72 836040 650
73 825544 666
74 801140 645
75 803282 654
76 796222 669
77 784247 679
78 778610 689
79 775617 707
80 755060 718
81 748245 719
82 737132 715
83 721776 721
84 702178 714
85 669875 703
86 681236 734
87 682784 764
88 672360 767
89 660235 773
90 649151 786
91 639845 801
92 629368 812
93 611671 808
94 600590 819
95 587152 821
96 576950 826
97 565127 833
98 554601 839
99 542511 845
100 528944 848
101 516572 850
102 504173 853
103 491557 856
104 478975 860
105 466063 859
106 453626 863
107 441114 866
108 428167 862
109 415868 865
110 403491 866
111 391006 864
112 378634 862
113 366763 866
114 354709 866
115 342725 866
116 330822 866
117 319029 866
118 307334 866
119 295731 866
120 284188 865
121 272753 864
122 261593 866
123 250379 865
124 239321 865
125 228411 865
126 217652 865
127 207028 865
128 196580 866
129 186251 866
130 176126 866
131 166209 866
132 156479 865
133 147099 866
134 137970 866
135 129154 865
136 120767 865
137 112877 866
138 105438 866
139 98497 866
140 91998 866
141 85898 866
142 80176 866
143 74797 866
144 69809 866
145 65159 866
146 60851 866
147 56741 863
148 53079 863
149 49629 861
150 46415 860
151 43427 861
152 40584 860
153 37893 860
154 35296 860
155 32798 860
156 30380 859
157 28058 859
158 25747 857
159 23512 855
160 21399 856
161 18998 837
162 16849 829
163 14240 788
164 11537 733
165 8761 655
166 7167 631
167 4844 538
168 2203 398
169 1265 365
170 957 387
171 674 417
172 438 439
173 264 478
174 148 523
175 81 590
176 43 649
177 22 707
178 5 752
179 1 807
180 0 866
181 0 866
