Threshold Cost Clusters
-1 0 1
0 0 1
1 0 1
2 1 1
3 3 1
4 8 1
5 18 1
6 36 1
7 62 1
8 96 1
9 143 1
10 211 1
11 310 1
12 449 1
13 635 1
14 876 1
15 1192 1
16 1595 1
17 2123 1
18 2766 1
19 3563 1
20 4542 1
21 5743 1
22 7197 1
23 8950 1
24 11020 1
25 13444 1
26 16294 1
27 19615 1
28 23481 1
29 27972 1
30 33178 1
31 39137 1
32 45968 1
33 53764 1
34 62591 1
35 72505 1
36 83664 1
37 96176 1
38 110095 1
39 125542 1
40 142673 1
41 161510 1
42 182129 1
43 204655 1
44 229174 1
45 255929 1
46 285007 1
47 316461 1
48 350401 1
49 387121 1
50 426594 1
51 468921 1
52 514307 1
53 562790 1
54 614519 1
55 669633 1
56 728326 1
57 790830 1
58 857366 1
59 928073 1
60 1003173 1
61 1082770 1
62 1166959 1
63 1255920 1
64 1349810 1
65 1448876 1
66 1553288 1
67 1663194 1
68 1778697 1
69 1900014 1
70 2027212 1
71 2142348 3
72 2297830 2
73 2444713 1
74 2588000 3
75 2733415 7
76 2827451 30
77 2933685 57
78 3026230 68
79 2951847 250
80 2730308 167
81 2511320 177
82 2451386 408
83 2261449 303
84 2018153 240
85 1859091 245
86 1621693 196
87 1332630 94
88 1125152 70
89 1072550 74
90 1002469 147
91 945205 133
92 917714 162
93 829053 187
94 766946 236
95 762427 353
96 692800 341
97 681834 588
98 627261 711
99 552486 639
100 503387 798
101 442132 707
102 392412 743
103 346802 838
104 300537 765
105 263230 832
106 228086 849
107 195595 836
108 167261 826
109 142538 859
110 120199 851
111 100405 847
112 83714 861
113 69004 863
114 56324 864
115 45572 865
116 36445 865
117 28781 866
118 22433 866
119 17279 866
120 13094 866
121 9783 866
122 7183 864
123 5137 856
124 3556 842
125 2122 766
126 740 596
127 226 588
128 109 645
129 42 704
130 12 756
131 3 804
132 1 834
133 0 850
134 0 859
135 0 866
136 0 866
