Threshold Cost Clusters
-1 0 1
0 0 1
1 0 1
2 1 1
3 2 1
4 3 1
5 7 1
6 12 1
7 19 1
8 28 1
9 38 1
10 51 1
11 67 1
12 87 1
13 113 1
14 142 1
15 180 1
16 231 1
17 293 1
18 369 1
19 462 1
20 578 1
21 720 1
22 886 1
23 1090 1
24 1333 1
25 1623 1
26 1971 1
27 2391 1
28 2889 1
29 3474 1
30 4161 1
31 4962 1
32 5906 1
33 7026 1
34 8353 1
35 9916 1
36 11738 1
37 13844 1
38 16311 1
39 19154 1
40 22420 1
41 26150 1
42 30421 1
43 35319 1
44 40933 1
45 47303 1
46 54546 1
47 62728 1
48 72001 1
49 82511 1
50 94321 1
51 107512 1
52 122232 1
53 138695 1
54 157018 1
55 177365 1
56 199957 1
57 224937 1
58 252508 1
59 282901 1
60 316345 1
61 353010 1
62 393095 1
63 436782 1
64 484287 1
65 535863 1
66 591743 1
67 652129 1
68 717245 1
69 787486 1
70 863039 1
71 944157 1
72 1031010 1
73 1123806 1
74 1203549 3
75 1307314 3
76 1417681 3
77 1506959 6
78 1592325 9
79 1674485 16
80 1731672 22
81 1806367 34
82 1864398 38
83 1992670 44
84 1948071 62
85 2010536 72
86 2086591 92
87 2148161 91
88 2146860 112
89 2224428 124
90 2125578 499
91 1969409 513
92 1819234 514
93 1640842 420
94 1507493 492
95 1379970 502
96 1308168 562
97 1177678 525
98 1075259 552
99 973178 534
100 917652 598
101 824572 541
102 746462 577
103 692103 597
104 625602 570
105 568288 633
106 517943 639
107 471876 656
108 423197 670
109 382175 687
110 343737 685
111 307810 707
112 274808 759
113 244621 755
114 216966 786
115 192106 795
116 169736 823
117 149817 856
118 131614 846
119 115332 857
120 100774 853
121 87875 860
122 76381 864
123 66236 866
124 57282 866
125 49416 865
126 42528 866
127 36507 865
128 31283 866
129 26721 865
130 22768 865
131 19355 865
132 16422 866
133 13862 866
134 11655 866
135 9736 863
136 8101 860
137 6695 854
138 5524 853
139 4537 852
140 3665 842
141 2966 836
142 2336 827
143 1833 820
144 1361 811
145 929 790
146 631 785
147 263 763
148 189 777
149 132 787
150 86 798
151 56 808
152 34 819
153 21 825
154 12 833
155 5 839
156 1 845
157 0 851
158 0 853
159 0 857
160 0 859
161 0 860
162 0 860
163 0 861
164 0 862
165 0 863
166 0 864
167 0 864
168 0 864
169 0 865
170 0 865
171 0 865
172 0 865
173 0 865
174 0 865
175 0 865
176 0 865
177 0 865
178 0 866
179 0 866
