Threshold Cost Clusters
-1 0 1
0 0 1
1 0 1
2 1 1
3 2 1
4 5 1
5 9 1
6 13 1
7 17 1
8 22 1
9 30 1
10 41 1
11 56 1
12 73 1
13 94 1
14 120 1
15 149 1
16 183 1
17 225 1
18 273 1
19 336 1
20 415 1
21 513 1
22 635 1
23 778 1
24 950 1
25 1161 1
26 1417 1
27 1722 1
28 2084 1
29 2512 1
30 3031 1
31 3643 1
32 4370 1
33 5226 1
34 6226 1
35 7399 1
36 8776 1
37 10365 1
38 12209 1
39 14339 1
40 16796 1
41 19614 1
42 22838 1
43 26523 1
44 30757 1
45 35613 1
46 41183 1
47 47512 1
48 54670 1
49 62746 1
50 71858 1
51 82146 1
52 93692 1
53 106662 1
54 121201 1
55 137359 1
56 155353 1
57 175356 1
58 197594 1
59 222120 1
60 249212 1
61 279097 1
62 311861 1
63 347742 1
64 387002 1
65 429859 1
66 476503 1
67 527227 1
68 582328 1
69 641975 1
70 706405 1
71 775790 1
72 850394 1
73 930489 1
74 1016214 1
75 1107882 1
76 1195600 2
77 1289044 3
78 1397892 3
79 1494190 4
80 1568062 10
81 1664271 13
82 1756713 16
83 1833098 24
84 1877227 36
85 1946639 51
86 1999802 52
87 2033307 67
88 2134468 67
89 2162848 81
90 2180973 105
91 2192111 120
92 2117926 157
93 2044136 189
94 1914188 460
95 1754143 411
96 1621972 443
97 1479538 474
98 1356402 481
99 1246725 519
100 1142798 562
101 1044149 522
102 953508 561
103 876285 599
104 799164 586
105 732256 620
106 672938 611
107 611514 636
108 564813 649
109 513258 721
110 464815 726
111 416055 717
112 377584 745
113 336389 733
114 301315 751
115 269864 769
116 241648 796
117 214428 818
118 190310 819
119 168455 851
120 147941 831
121 130867 846
122 115126 865
123 100888 865
124 88179 866
125 76889 866
126 66937 866
127 58074 865
128 50299 866
129 43389 866
130 37311 866
131 31969 866
132 27311 866
133 23271 865
134 19780 865
135 16762 864
136 14169 864
137 11910 861
138 9986 858
139 8345 861
140 6935 860
141 5701 851
142 4672 847
143 3819 845
144 3111 840
145 2463 827
146 1928 823
147 1433 810
148 852 777
149 391 745
150 288 762
151 214 775
152 152 788
153 108 793
154 80 808
155 58 818
156 40 825
157 28 837
158 18 839
159 12 845
160 7 847
161 3 850
162 1 851
163 0 854
164 0 856
165 0 857
166 0 857
167 0 859
168 0 861
169 0 862
170 0 863
171 0 864
172 0 865
173 0 865
174 0 865
175 0 865
176 0 865
177 0 865
178 0 865
179 0 866
