Threshold Cost Clusters
-1 0 1
0 0 1
1 0 1
2 1 1
3 2 1
4 4 1
5 6 1
6 11 1
7 19 1
8 28 1
9 39 1
10 52 1
11 66 1
12 84 1
13 105 1
14 130 1
15 161 1
16 197 1
17 236 1
18 286 1
19 344 1
20 415 1
21 494 1
22 584 1
23 693 1
24 826 1
25 983 1
26 1166 1
27 1377 1
28 1624 1
29 1922 1
30 2279 1
31 2696 1
32 3191 1
33 3784 1
34 4490 1
35 5332 1
36 6316 1
37 7433 1
38 8712 1
39 10189 1
40 11911 1
41 13896 1
42 16178 1
43 18815 1
44 21814 1
45 25223 1
46 29090 1
47 33483 1
48 38435 1
49 44017 1
50 50299 1
51 57385 1
52 65299 1
53 74241 1
54 84271 1
55 95516 1
56 108045 1
57 122006 1
58 137554 1
59 154823 1
60 173934 1
61 194986 1
62 218192 1
63 243715 1
64 271676 1
65 302335 1
66 335918 1
67 372579 1
68 412441 1
69 455763 1
70 502718 1
71 553435 1
72 608214 1
73 667221 1
74 730689 1
75 798871 1
76 871994 1
77 950189 1
78 1033654 1
79 1112057 2
80 1206147 2
81 1285285 4
82 1387594 5
83 1500156 4
84 1607322 5
85 1710546 7
86 1808113 10
87 1902173 14
88 1962167 22
89 2062017 30
90 2132051 33
91 2166664 59
92 2167411 61
93 2163895 76
94 2185014 94
95 2155518 112
96 2180317 124
97 2146916 152
98 2153592 189
99 2031267 217
100 1874946 286
101 1726199 297
102 1631757 541
103 1496154 536
104 1350899 442
105 1254883 466
106 1172598 562
107 1062560 585
108 981555 604
109 887038 578
110 835034 621
111 761167 664
112 696385 654
113 639736 701
114 583954 710
115 541245 673
116 484641 714
117 443896 729
118 403724 743
119 362246 757
120 327160 769
121 295737 776
122 265134 784
123 236794 800
124 211990 818
125 188313 789
126 168478 815
127 149725 819
128 132525 844
129 117531 846
130 103801 852
131 91158 852
132 80381 860
133 70488 862
134 61741 866
135 53877 865
136 46908 866
137 40726 866
138 35229 864
139 30421 866
140 26195 866
141 22473 865
142 19260 865
143 16455 864
144 14039 864
145 11964 864
146 10159 860
147 8623 859
148 7273 855
149 6137 854
150 5121 846
151 4272 842
152 3524 836
153 2841 823
154 2318 822
155 1838 817
156 1437 813
157 1024 798
158 771 793
159 325 760
160 257 772
161 198 779
162 153 795
163 120 806
164 91 816
165 67 825
166 47 832
167 31 837
168 20 843
169 13 847
170 7 849
171 3 852
172 0 853
173 0 858
174 0 860
175 0 861
176 0 864
177 0 865
178 0 866
179 0 866
