Threshold Cost Clusters
-1 0 1
0 0 1
1 0 1
2 2 1
3 10 1
4 39 1
5 118 1
6 291 1
7 610 1
8 1106 1
9 1812 1
10 2772 1
11 4028 1
12 5634 1
13 7648 1
14 10110 1
15 13072 1
16 16500 1
17 20460 1
18 25013 1
19 30189 1
20 36064 1
21 42700 1
22 50112 1
23 58333 1
24 67426 1
25 77414 1
26 88355 1
27 100360 1
28 113510 1
29 127863 1
30 143427 1
31 160254 1
32 178401 1
33 197862 1
34 218707 1
35 241028 1
36 264871 1
37 290233 1
38 317156 1
39 345777 1
40 376194 1
41 408448 1
42 442541 1
43 478467 1
44 516247 1
45 555888 1
46 597497 1
47 641085 1
48 686753 1
49 734542 1
50 784467 1
51 836522 1
52 890878 1
53 947617 1
54 1006731 1
55 1068283 1
56 1132260 1
57 1198728 1
58 1267700 1
59 1339181 1
60 1413235 1
61 1489903 1
62 1569302 1
63 1651450 1
64 1736488 1
65 1824328 1
66 1915236 1
67 2009158 1
68 2106110 1
69 2206230 1
70 2309506 1
71 2415915 1
72 2525555 1
73 2638539 1
74 2754979 1
75 2875028 1
76 2998722 1
77 2873968 8
78 2932266 29
79 2952029 47
80 3093756 40
81 3075620 52
82 2779446 152
83 1913229 92
84 2180626 88
85 1773185 78
86 1126484 37
87 1145437 20
88 793296 6
89 784336 4
90 814031 6
91 786182 11
92 1709355 104
93 837307 11
94 770115 8
95 726507 9
96 594794 5
97 553640 5
98 517592 5
99 486866 6
100 608378 11
101 612982 16
102 632793 19
103 579366 20
104 531773 20
105 552398 24
106 525243 30
107 500326 30
108 485077 36
109 445431 41
110 425685 69
111 363089 112
112 370037 219
113 324826 289
114 307133 353
115 267439 431
116 249809 597
117 209399 684
118 172184 719
119 136435 756
120 108825 808
121 86609 838
122 64886 860
123 46761 865
124 32273 865
125 21094 866
126 12821 866
127 7019 866
128 3252 862
129 279 390
130 22 549
131 0 835
132 0 866
