Threshold = -1 | Cost = 0 | Clusters = 1
Threshold = 0 | Cost = 0 | Clusters = 1
Threshold = 1 | Cost = 0 | Clusters = 1
Threshold = 2 | Cost = 1.50929999351501 | Clusters = 1
Threshold = 3 | Cost = 3.74311995506287 | Clusters = 1
Threshold = 4 | Cost = 8.14272975921631 | Clusters = 1
Threshold = 5 | Cost = 13.7782697677612 | Clusters = 1
Threshold = 6 | Cost = 21.1749401092529 | Clusters = 1
Threshold = 7 | Cost = 31.7787265777588 | Clusters = 1
Threshold = 8 | Cost = 44.5483055114746 | Clusters = 1
Threshold = 9 | Cost = 61.3500366210938 | Clusters = 1
Threshold = 10 | Cost = 84.1011428833008 | Clusters = 1
Threshold = 11 | Cost = 117.025588989258 | Clusters = 1
Threshold = 12 | Cost = 160.762756347656 | Clusters = 1
Threshold = 13 | Cost = 210.523544311523 | Clusters = 1
Threshold = 14 | Cost = 268.053375244141 | Clusters = 1
Threshold = 15 | Cost = 334.902893066406 | Clusters = 1
Threshold = 16 | Cost = 412.61279296875 | Clusters = 1
Threshold = 17 | Cost = 499.530822753906 | Clusters = 1
Threshold = 18 | Cost = 600.788513183594 | Clusters = 1
Threshold = 19 | Cost = 722.45361328125 | Clusters = 1
Threshold = 20 | Cost = 873.869445800781 | Clusters = 1
Threshold = 21 | Cost = 1061.96105957031 | Clusters = 1
Threshold = 22 | Cost = 1298.70471191406 | Clusters = 1
Threshold = 23 | Cost = 1573.63220214844 | Clusters = 1
Threshold = 24 | Cost = 1892.16748046875 | Clusters = 1
Threshold = 25 | Cost = 2266.75854492188 | Clusters = 1
Threshold = 26 | Cost = 2697.81860351562 | Clusters = 1
Threshold = 27 | Cost = 3194.0546875 | Clusters = 1
Threshold = 28 | Cost = 3773.12817382812 | Clusters = 1
Threshold = 29 | Cost = 4448.68505859375 | Clusters = 1
Threshold = 30 | Cost = 5241.759765625 | Clusters = 1
Threshold = 31 | Cost = 6160.55712890625 | Clusters = 1
Threshold = 32 | Cost = 7218.08056640625 | Clusters = 1
Threshold = 33 | Cost = 8422.029296875 | Clusters = 1
Threshold = 34 | Cost = 9806.0673828125 | Clusters = 1
Threshold = 35 | Cost = 11414.5732421875 | Clusters = 1
Threshold = 36 | Cost = 13266.873046875 | Clusters = 1
Threshold = 37 | Cost = 15416.3662109375 | Clusters = 1
Threshold = 38 | Cost = 17878.158203125 | Clusters = 1
Threshold = 39 | Cost = 20663.076171875 | Clusters = 1
Threshold = 40 | Cost = 23872.021484375 | Clusters = 1
Threshold = 41 | Cost = 27533.923828125 | Clusters = 1
Threshold = 42 | Cost = 31684.509765625 | Clusters = 1
Threshold = 43 | Cost = 36395.13671875 | Clusters = 1
Threshold = 44 | Cost = 41723.45703125 | Clusters = 1
Threshold = 45 | Cost = 47716.41796875 | Clusters = 1
Threshold = 46 | Cost = 54430.43359375 | Clusters = 1
