Threshold = -1 | Cost = 0 | Clusters = 1
Threshold = 0 | Cost = 0 | Clusters = 1
Threshold = 1 | Cost = 0 | Clusters = 1
Threshold = 2 | Cost = 3.35727000236511 | Clusters = 1
Threshold = 3 | Cost = 17.2380218505859 | Clusters = 1
Threshold = 4 | Cost = 41.788631439209 | Clusters = 1
Threshold = 5 | Cost = 89.7279586791992 | Clusters = 1
Threshold = 6 | Cost = 165.030609130859 | Clusters = 1
Threshold = 7 | Cost = 282.863708496094 | Clusters = 1
Threshold = 8 | Cost = 456.615600585938 | Clusters = 1
Threshold = 9 | Cost = 716.2685546875 | Clusters = 1
Threshold = 10 | Cost = 1104.966796875 | Clusters = 1
Threshold = 11 | Cost = 1672.6611328125 | Clusters = 1
Threshold = 12 | Cost = 2484.03515625 | Clusters = 1
Threshold = 13 | Cost = 3637.55444335938 | Clusters = 1
Threshold = 14 | Cost = 5217.8251953125 | Clusters = 1
Threshold = 15 | Cost = 7340.0966796875 | Clusters = 1
Threshold = 16 | Cost = 10151.0185546875 | Clusters = 1
Threshold = 17 | Cost = 13762.142578125 | Clusters = 1
Threshold = 18 | Cost = 18359.62890625 | Clusters = 1
Threshold = 19 | Cost = 24219.6640625 | Clusters = 1
Threshold = 20 | Cost = 31468.0625 | Clusters = 1
Threshold = 21 | Cost = 40280.8671875 | Clusters = 1
Threshold = 22 | Cost = 50877.859375 | Clusters = 1
Threshold = 23 | Cost = 63356.91796875 | Clusters = 1
Threshold = 24 | Cost = 77904.734375 | Clusters = 1
Threshold = 25 | Cost = 94680.28125 | Clusters = 1
Threshold = 26 | Cost = 113904.8671875 | Clusters = 1
Threshold = 27 | Cost = 135756.4375 | Clusters = 1
Threshold = 28 | Cost = 160427.15625 | Clusters = 1
Threshold = 29 | Cost = 188166.53125 | Clusters = 1
Threshold = 30 | Cost = 219111.609375 | Clusters = 1
Threshold = 31 | Cost = 253576.0625 | Clusters = 1
Threshold = 32 | Cost = 291791.21875 | Clusters = 1
Threshold = 33 | Cost = 333969.9375 | Clusters = 1
Threshold = 34 | Cost = 380301.5 | Clusters = 1
Threshold = 35 | Cost = 431072.78125 | Clusters = 1
Threshold = 36 | Cost = 486480.9375 | Clusters = 1
Threshold = 37 | Cost = 546673.375 | Clusters = 1
Threshold = 38 | Cost = 611985.125 | Clusters = 1
Threshold = 39 | Cost = 682785.25 | Clusters = 1
Threshold = 40 | Cost = 759350.625 | Clusters = 1
Threshold = 41 | Cost = 842018.375 | Clusters = 1
Threshold = 42 | Cost = 931042.75 | Clusters = 1
Threshold = 43 | Cost = 1026609.5 | Clusters = 1
Threshold = 44 | Cost = 1129052.875 | Clusters = 1
Threshold = 45 | Cost = 1238631.75 | Clusters = 1
Threshold = 46 | Cost = 1355613.375 | Clusters = 1
Threshold = 47 | Cost = 1480279.25 | Clusters = 1
Threshold = 48 | Cost = 1605638.625 | Clusters = 7
Threshold = 49 | Cost = 1753786.75 | Clusters = 1
Threshold = 50 | Cost = 1889826.75 | Clusters = 5
Threshold = 51 | Cost = 1935255 | Clusters = 51
Threshold = 52 | Cost = 1661211.875 | Clusters = 103
Threshold = 53 | Cost = 1309389.625 | Clusters = 93
Threshold = 54 | Cost = 855990.5 | Clusters = 27
Threshold = 55 | Cost = 900456.8125 | Clusters = 30
Threshold = 56 | Cost = 1594599.125 | Clusters = 174
Threshold = 57 | Cost = 1429932.375 | Clusters = 194
Threshold = 58 | Cost = 1259711.25 | Clusters = 163
Threshold = 59 | Cost = 977709.4375 | Clusters = 48
Threshold = 60 | Cost = 783716 | Clusters = 23
Threshold = 61 | Cost = 716147.4375 | Clusters = 66
Threshold = 62 | Cost = 661728.8125 | Clusters = 136
Threshold = 63 | Cost = 622802.5 | Clusters = 170
Threshold = 64 | Cost = 582240.125 | Clusters = 252
Threshold = 65 | Cost = 516926.125 | Clusters = 326
Threshold = 66 | Cost = 457155.0625 | Clusters = 316
Threshold = 67 | Cost = 414308.9375 | Clusters = 539
Threshold = 68 | Cost = 377107.125 | Clusters = 709
Threshold = 69 | Cost = 320523.90625 | Clusters = 756
Threshold = 70 | Cost = 270110.5625 | Clusters = 769
Threshold = 71 | Cost = 225172.625 | Clusters = 817
Threshold = 72 | Cost = 185922.375 | Clusters = 839
Threshold = 73 | Cost = 151541.53125 | Clusters = 833
Threshold = 74 | Cost = 122061.1171875 | Clusters = 840
Threshold = 75 | Cost = 97327.46875 | Clusters = 857
Threshold = 76 | Cost = 76426.90625 | Clusters = 857
Threshold = 77 | Cost = 59133 | Clusters = 864
Threshold = 78 | Cost = 44889.109375 | Clusters = 866
Threshold = 79 | Cost = 33386.33984375 | Clusters = 866
Threshold = 80 | Cost = 24286.818359375 | Clusters = 866
Threshold = 81 | Cost = 17188.56640625 | Clusters = 866
Threshold = 82 | Cost = 11781.8251953125 | Clusters = 866
Threshold = 83 | Cost = 7775.2373046875 | Clusters = 866
Threshold = 84 | Cost = 4898.31884765625 | Clusters = 866
Threshold = 85 | Cost = 2855.6318359375 | Clusters = 845
Threshold = 86 | Cost = 1194.99560546875 | Clusters = 699
Threshold = 87 | Cost = 139.979400634766 | Clusters = 538
Threshold = 88 | Cost = 44.8791732788086 | Clusters = 642
Threshold = 89 | Cost = 7.56989002227783 | Clusters = 729
Threshold = 90 | Cost = 0.964550018310547 | Clusters = 799
Threshold = 91 | Cost = 0.129950001835823 | Clusters = 845
Threshold = 92 | Cost = 0 | Clusters = 863
Threshold = 93 | Cost = 0 | Clusters = 866
Threshold = 94 | Cost = 0 | Clusters = 866
