Threshold = -1 | Cost = 0 | Clusters = 1
Threshold = 0 | Cost = 0 | Clusters = 1
Threshold = 1 | Cost = 0 | Clusters = 1
Threshold = 2 | Cost = 1.26909995079041 | Clusters = 1
Threshold = 3 | Cost = 3.26909995079041 | Clusters = 1
Threshold = 4 | Cost = 5.26910018920898 | Clusters = 1
Threshold = 5 | Cost = 7.26910018920898 | Clusters = 1
Threshold = 6 | Cost = 9.48464965820312 | Clusters = 1
Threshold = 7 | Cost = 12.5069408416748 | Clusters = 1
Threshold = 8 | Cost = 18.3576507568359 | Clusters = 1
Threshold = 9 | Cost = 26.3576507568359 | Clusters = 1
Threshold = 10 | Cost = 36.1487922668457 | Clusters = 1
Threshold = 11 | Cost = 48.3091011047363 | Clusters = 1
Threshold = 12 | Cost = 65.5453720092773 | Clusters = 1
Threshold = 13 | Cost = 85.9829330444336 | Clusters = 1
Threshold = 14 | Cost = 109.484443664551 | Clusters = 1
Threshold = 15 | Cost = 139.410263061523 | Clusters = 1
Threshold = 16 | Cost = 176.637771606445 | Clusters = 1
Threshold = 17 | Cost = 219.578338623047 | Clusters = 1
Threshold = 18 | Cost = 268.995025634766 | Clusters = 1
Threshold = 19 | Cost = 328.608856201172 | Clusters = 1
Threshold = 20 | Cost = 395.922393798828 | Clusters = 1
Threshold = 21 | Cost = 478.748382568359 | Clusters = 1
Threshold = 22 | Cost = 579.947814941406 | Clusters = 1
Threshold = 23 | Cost = 695.319213867188 | Clusters = 1
Threshold = 24 | Cost = 832.750427246094 | Clusters = 1
Threshold = 25 | Cost = 1007.95910644531 | Clusters = 1
Threshold = 26 | Cost = 1214.98010253906 | Clusters = 1
Threshold = 27 | Cost = 1468.51989746094 | Clusters = 1
Threshold = 28 | Cost = 1780.70629882812 | Clusters = 1
Threshold = 29 | Cost = 2148.33862304688 | Clusters = 1
Threshold = 30 | Cost = 2588.60620117188 | Clusters = 1
Threshold = 31 | Cost = 3098.0654296875 | Clusters = 1
Threshold = 32 | Cost = 3706.22338867188 | Clusters = 1
Threshold = 33 | Cost = 4432.736328125 | Clusters = 1
Threshold = 34 | Cost = 5299.94384765625 | Clusters = 1
Threshold = 35 | Cost = 6297.8125 | Clusters = 1
Threshold = 36 | Cost = 7457.29541015625 | Clusters = 1
Threshold = 37 | Cost = 8793.30078125 | Clusters = 1
Threshold = 38 | Cost = 10319.40234375 | Clusters = 1
Threshold = 39 | Cost = 12069.08984375 | Clusters = 1
Threshold = 40 | Cost = 14082.791015625 | Clusters = 1
Threshold = 41 | Cost = 16382.326171875 | Clusters = 1
Threshold = 42 | Cost = 19036.74609375 | Clusters = 1
Threshold = 43 | Cost = 22077.23828125 | Clusters = 1
Threshold = 44 | Cost = 25547.330078125 | Clusters = 1
Threshold = 45 | Cost = 29518.310546875 | Clusters = 1
Threshold = 46 | Cost = 34079.43359375 | Clusters = 1
