Threshold Cost Clusters
-1 0 1
0 0 1
1 344233 1
2 688466 1
3 1032699 1
4 1376932 1
5 1494855 86
6 1432725 61
7 1475336 41
8 1572060 50
9 1615808 67
10 1747422 69
11 1771682 129
12 1644006 91
13 1639207 73
14 1678646 53
15 1700772 78
16 1732446 70
17 1719376 339
18 1685637 324
19 1671426 351
20 1637814 363
21 1590706 315
22 1572889 308
23 1507523 268
24 1505891 305
25 1466436 246
26 1457872 286
27 1426409 313
28 1400354 253
29 1382434 282
30 1357458 328
31 1342484 332
32 1325490 363
33 1298989 433
34 1274575 444
35 1251749 491
36 1225522 518
37 1203079 522
38 1181791 556
39 1156944 598
40 1131966 603
41 1106279 640
42 1077416 658
43 1048828 681
44 1019885 704
45 991860 731
46 963248 761
47 935151 786
48 905539 799
49 876494 810
50 846822 822
51 817303 834
52 787454 842
53 757281 844
54 727080 850
55 696890 850
56 666844 855
57 636482 855
58 606233 858
59 575994 861
60 545585 857
61 515335 859
62 485117 863
63 454782 862
64 424568 865
65 394226 864
66 363936 865
67 333643 866
68 303311 865
69 273021 866
70 242708 866
71 212396 866
72 182084 866
73 151772 866
74 122512 866
75 97491 866
76 76532 866
77 59149 866
78 44889 866
79 33386 866
80 24287 866
81 17189 866
82 11782 866
83 7775 866
84 4898 866
85 2856 845
86 1195 699
87 140 538
88 45 642
89 8 729
90 1 799
91 0 845
92 0 863
93 0 866
94 0 866
