Threshold Cost Clusters
-1 0 1
0 0 1
1 344233 1
2 688466 1
3 1028589 3
4 1368499 4
5 1697057 8
6 1992823 18
7 2255078 36
8 2511674 42
9 2729578 62
10 2972408 89
11 3149766 87
12 3252071 117
13 3252886 440
14 3230170 496
15 3192736 362
16 3167522 480
17 3138403 469
18 3107056 464
19 3083807 545
20 3046746 553
21 3008267 461
22 2978136 455
23 2955494 530
24 2931826 552
25 2899457 502
26 2868447 514
27 2840917 597
28 2804927 512
29 2779570 547
30 2748217 558
31 2715741 562
32 2687690 570
33 2659558 602
34 2631156 630
35 2597826 608
36 2571159 627
37 2535384 628
38 2505762 640
39 2476410 593
40 2445949 592
41 2416612 613
42 2384090 636
43 2352757 637
44 2322906 662
45 2293067 664
46 2265447 649
47 2235429 687
48 2205464 728
49 2173227 684
50 2143450 675
51 2112991 685
52 2081882 675
53 2053094 695
54 2021387 671
55 1994496 753
56 1963807 737
57 1932570 710
58 1901298 691
59 1873301 720
60 1843446 687
61 1814034 758
62 1783249 745
63 1753441 709
64 1722825 749
65 1693308 734
66 1662624 747
67 1632902 782
68 1602612 801
69 1571928 779
70 1541374 792
71 1511202 797
72 1481460 811
73 1450942 827
74 1420659 772
75 1390480 813
76 1359922 754
77 1329308 769
78 1299214 780
79 1269710 833
80 1239439 835
81 1209084 835
82 1178547 837
83 1148584 825
84 1118752 827
85 1088538 829
86 1058220 852
87 1027789 849
88 997238 847
89 966739 847
90 936632 848
91 906598 850
92 876384 863
93 846182 858
94 815824 865
95 785308 860
96 755026 860
97 724852 863
98 694556 863
99 664286 865
100 633975 865
101 603646 864
102 573378 866
103 543047 865
104 512736 865
105 482404 864
106 452087 863
107 421792 864
108 391488 865
109 361177 865
110 330843 864
111 300548 865
112 270258 866
113 240923 864
114 214332 866
115 190145 866
116 168296 866
117 148634 866
118 131012 866
119 115223 866
120 101106 866
121 88564 866
122 77407 866
123 67464 866
124 58643 866
125 50841 866
126 43946 866
127 37901 866
128 32619 866
129 28003 866
130 24000 866
131 20506 866
132 17487 866
133 14852 865
134 12598 865
135 10665 865
136 8992 862
137 7537 858
138 6304 854
139 5207 850
140 4262 842
141 3414 825
142 2691 817
143 2070 809
144 1636 807
145 1089 777
146 737 764
147 328 743
148 234 760
149 164 770
150 117 780
151 83 793
152 60 801
153 42 808
154 28 818
155 17 826
156 10 834
157 7 839
158 5 846
159 4 848
160 3 851
161 2 856
162 1 856
163 0 859
164 0 860
165 0 862
166 0 865
167 0 865
168 0 865
169 0 865
170 0 866
171 0 866
