Threshold Cost Clusters
-1 0 1
0 0 1
1 343609 2
2 681542 6
3 1011426 10
4 1338390 14
5 1652483 23
6 1919863 34
7 2178220 51
8 2424727 63
9 2666391 75
10 2904010 83
11 3106348 103
12 3240079 128
13 3391576 138
14 3412446 643
15 3385020 866
16 3353133 679
17 3320680 618
18 3291414 648
19 3262654 603
20 3233135 607
21 3202762 836
22 3172827 861
23 3142153 787
24 3111326 686
25 3081902 866
26 3051119 746
27 3020834 738
28 2988555 614
29 2960018 674
30 2930181 846
31 2896662 605
32 2869718 866
33 2839106 822
34 2809096 866
35 2778473 759
36 2748026 718
37 2717106 713
38 2686906 707
39 2656235 640
40 2625467 679
41 2596302 717
42 2564273 669
43 2532759 684
44 2502284 677
45 2474230 684
46 2443516 707
47 2411791 706
48 2381042 707
49 2351261 711
50 2321240 690
51 2291788 801
52 2259824 743
53 2228714 695
54 2197599 701
55 2168520 725
56 2138253 702
57 2107991 724
58 2078851 759
59 2047455 707
60 2013307 741
61 1982049 728
62 1953206 738
63 1923904 743
64 1894649 745
65 1866366 730
66 1836345 745
67 1805812 782
68 1776088 784
69 1745724 749
70 1715289 764
71 1684381 758
72 1654376 775
73 1623551 776
74 1594169 785
75 1564598 831
76 1533772 804
77 1503062 807
78 1473051 805
79 1442742 802
80 1412878 823
81 1382651 824
82 1352322 824
83 1321438 811
84 1290516 809
85 1260704 814
86 1230724 817
87 1200860 809
88 1171010 802
89 1140666 795
90 1110577 785
91 1080455 812
92 1050584 849
93 1020065 840
94 989631 843
95 959633 851
96 929330 845
97 899219 844
98 868861 859
99 838618 857
100 808102 843
101 777933 844
102 747656 851
103 717118 848
104 686680 845
105 656827 862
106 626594 865
107 596101 855
108 565837 851
109 535494 855
110 505199 861
111 474944 863
112 444739 865
113 414416 864
114 384132 866
115 353821 866
116 323509 866
117 293197 866
118 263166 865
119 235460 866
120 210223 866
121 187284 866
122 166504 866
123 147711 866
124 130774 866
125 115574 866
126 101890 866
127 89561 866
128 78501 866
129 68640 866
130 59883 866
131 52141 866
132 45299 866
133 39277 866
134 33968 866
135 29303 865
136 25207 865
137 21603 863
138 18457 862
139 15713 864
140 13339 864
141 11279 862
142 9514 861
143 7988 859
144 6666 855
145 5532 845
146 4585 841
147 3791 838
148 3085 833
149 2488 824
150 1907 811
151 1394 787
152 1060 780
153 436 745
154 328 759
155 253 775
156 197 785
157 153 793
158 120 801
159 92 806
160 70 820
161 53 830
162 39 834
163 27 843
164 21 846
165 17 848
166 14 850
167 11 852
168 9 854
169 7 856
170 5 856
171 3 858
172 1 862
173 0 863
174 0 865
175 0 865
176 0 865
177 0 865
178 0 865
179 0 865
180 0 866
