Threshold Cost Clusters
-1 0 1
0 0 1
1 344233 1
2 683166 5
3 1021890 6
4 1343986 13
5 1656084 19
6 1965947 23
7 2219404 40
8 2451321 57
9 2686964 70
10 2902048 83
11 3102500 95
12 3265305 114
13 3447513 123
14 3605778 130
15 3601126 630
16 3570418 715
17 3537411 532
18 3509226 588
19 3478921 601
20 3449554 708
21 3419462 771
22 3389379 830
23 3358888 774
24 3329165 866
25 3298409 704
26 3268447 821
27 3238153 864
28 3206360 743
29 3175112 753
30 3146954 829
31 3115715 671
32 3086350 723
33 3054500 667
34 3024547 630
35 2995394 676
36 2964164 651
37 2934732 674
38 2903475 737
39 2872915 707
40 2840197 619
41 2810754 644
42 2779252 642
43 2746702 632
44 2717581 652
45 2687606 665
46 2658524 687
47 2627590 701
48 2598213 700
49 2567537 691
50 2537493 693
51 2506838 755
52 2475830 761
53 2447194 704
54 2416308 722
55 2385268 749
56 2355820 764
57 2325507 726
58 2296158 736
59 2266055 737
60 2235409 724
61 2203330 699
62 2173677 726
63 2141465 730
64 2112078 700
65 2081655 731
66 2051466 752
67 2022414 727
68 1991730 764
69 1961864 754
70 1932546 745
71 1902094 766
72 1872142 753
73 1841247 741
74 1811960 795
75 1781564 788
76 1751013 789
77 1721781 798
78 1691756 834
79 1661552 830
80 1631157 839
81 1600669 830
82 1570486 824
83 1540028 788
84 1509263 799
85 1478282 790
86 1448206 795
87 1417757 801
88 1388210 802
89 1358669 855
90 1328248 854
91 1298158 864
92 1267846 832
93 1237434 862
94 1207250 853
95 1176728 854
96 1146472 861
97 1116135 860
98 1085742 858
99 1055438 858
100 1025214 860
101 994874 859
102 964460 851
103 934191 859
104 903987 861
105 873650 856
106 843387 847
107 813127 859
108 782785 862
109 752373 854
110 721981 853
111 691716 851
112 661448 853
113 631096 857
114 600882 860
115 570616 861
116 540349 862
117 510055 863
118 479725 861
119 449380 861
120 419164 863
121 388885 866
122 358574 866
123 328262 866
124 297950 866
125 267638 866
126 238323 866
127 211700 866
128 187654 866
129 166019 866
130 146519 866
131 129005 866
132 113313 866
133 99278 866
134 86697 866
135 75509 866
136 65586 866
137 56833 866
138 49107 866
139 42335 866
140 36418 866
141 31239 866
142 26718 866
143 22809 866
144 19418 866
145 16484 866
146 13945 863
147 11765 863
148 9892 863
149 8269 857
150 6924 855
151 5796 858
152 4807 851
153 3945 842
154 3247 842
155 2633 833
156 2100 826
157 1601 810
158 1213 800
159 876 790
160 653 794
161 242 770
162 187 786
163 142 799
164 107 808
165 80 813
166 59 820
167 41 826
168 29 831
169 22 835
170 17 843
171 13 849
172 11 851
173 9 853
174 7 854
175 5 855
176 3 858
177 1 859
178 0 861
179 0 862
180 0 865
181 0 865
182 0 865
183 0 866
