Threshold Cost Clusters
-1 0 1
0 0 1
1 344233 1
2 685825 3
3 1022339 6
4 1351973 10
5 1682216 12
6 1998486 17
7 2307894 21
8 2561740 37
9 2849008 40
10 3105913 49
11 3311757 89
12 3508385 92
13 3667136 88
14 3767468 603
15 3738922 515
16 3706494 522
17 3678858 605
18 3647882 455
19 3613077 415
20 3585480 530
21 3555691 494
22 3528243 667
23 3487078 470
24 3459435 550
25 3423644 479
26 3399360 515
27 3370598 575
28 3340346 588
29 3311664 554
30 3284396 753
31 3251276 567
32 3222833 693
33 3188479 583
34 3156555 581
35 3120720 570
36 3097563 595
37 3060698 541
38 3031702 587
39 3009294 653
40 2977804 614
41 2942797 577
42 2913627 587
43 2885667 620
44 2853254 601
45 2822621 616
46 2785950 617
47 2754568 561
48 2725930 605
49 2699956 661
50 2651832 577
51 2633008 620
52 2599324 613
53 2573118 618
54 2544200 639
55 2512598 644
56 2486242 640
57 2455435 641
58 2424033 661
59 2398330 690
60 2369953 695
61 2339339 721
62 2310981 697
63 2279691 700
64 2247724 690
65 2213631 665
66 2182649 674
67 2153413 671
68 2124156 680
69 2094488 705
70 2063993 687
71 2036790 695
72 2006396 702
73 1977594 728
74 1947592 750
75 1917524 730
76 1886990 733
77 1857672 737
78 1828096 747
79 1799645 748
80 1769828 748
81 1739270 746
82 1709254 750
83 1679579 769
84 1649766 862
85 1619495 860
86 1589140 818
87 1558644 857
88 1528094 856
89 1497835 857
90 1467630 850
91 1437458 855
92 1407219 856
93 1376958 856
94 1346750 852
95 1316281 847
96 1285724 842
97 1255502 848
98 1224890 842
99 1194377 846
100 1164338 847
101 1134120 849
102 1103811 851
103 1073582 853
104 1043424 853
105 1013335 854
106 982825 856
107 952625 858
108 922325 854
109 892115 856
110 861743 862
111 831327 859
112 800949 857
113 770738 859
114 740556 859
115 710330 865
116 680044 866
117 649638 863
118 619392 865
119 589028 863
120 558718 863
121 528439 864
122 498172 866
123 467838 865
124 437527 865
125 407220 865
126 376900 865
127 346612 866
128 316274 865
129 285988 866
130 255861 865
131 227982 866
132 202629 866
133 179661 866
134 158900 866
135 140142 866
136 123296 866
137 108229 866
138 94811 866
139 82862 866
140 72228 866
141 62791 866
142 54472 866
143 47153 866
144 40711 866
145 35059 866
146 30090 866
147 25756 866
148 21982 866
149 18733 864
150 15917 863
151 13490 862
152 11413 864
153 9619 863
154 8049 860
155 6740 860
156 5592 850
157 4639 844
158 3812 839
159 3114 831
160 2483 828
161 2002 826
162 1550 816
163 1144 814
164 755 792
165 317 766
166 241 782
167 178 790
168 128 795
169 88 803
170 53 810
171 29 816
172 16 825
173 9 833
174 4 839
175 1 844
176 0 853
177 0 857
178 0 860
179 0 862
180 0 864
181 0 864
182 0 864
183 0 864
184 0 864
185 0 865
186 0 865
187 0 865
188 0 865
189 0 865
190 0 866
