Threshold Cost Clusters
-1 0 1
0 0 1
1 344233 1
2 688466 1
3 1024850 5
4 1352698 10
5 1669393 16
6 1967200 25
7 2256471 32
8 2529229 49
9 2705131 66
10 2911312 82
11 3095488 93
12 3288685 109
13 3406510 129
14 3547791 790
15 3515712 593
16 3487268 751
17 3454965 608
18 3426236 601
19 3395764 636
20 3365639 846
21 3335359 825
22 3305288 827
23 3274706 784
24 3242904 644
25 3214184 730
26 3183293 778
27 3152952 624
28 3122018 674
29 3092777 826
30 3062769 789
31 3032670 849
32 3002392 864
33 2972118 866
34 2941689 865
35 2911274 864
36 2880141 752
37 2849047 604
38 2819034 694
39 2788302 685
40 2757228 647
41 2728084 769
42 2696990 709
43 2666202 678
44 2636371 683
45 2607720 774
46 2577254 777
47 2546424 723
48 2516814 801
49 2483631 697
50 2453650 714
51 2422294 709
52 2392803 722
53 2362936 707
54 2331553 700
55 2302777 803
56 2272146 792
57 2241126 713
58 2211473 757
59 2180372 733
60 2151155 786
61 2118821 734
62 2088939 733
63 2058725 696
64 2030256 785
65 1999727 767
66 1968548 777
67 1938679 788
68 1908705 785
69 1879299 807
70 1848642 796
71 1818854 790
72 1788517 793
73 1758071 795
74 1727573 802
75 1698007 794
76 1667756 811
77 1637494 818
78 1607065 829
79 1576705 823
80 1546741 832
81 1516636 831
82 1486403 856
83 1456004 777
84 1425756 841
85 1395154 837
86 1364957 843
87 1334809 841
88 1304665 852
89 1273712 804
90 1243491 816
91 1213258 839
92 1183094 837
93 1152863 835
94 1122632 819
95 1092668 864
96 1062372 864
97 1032103 865
98 1001724 863
99 971422 863
100 941113 863
101 910666 849
102 880192 856
103 849859 848
104 819680 854
105 789527 859
106 759072 851
107 728796 860
108 698524 861
109 668246 862
110 637827 858
111 607598 859
112 577413 865
113 547024 862
114 516698 862
115 486503 865
116 456192 865
117 425881 865
118 395600 866
119 365288 866
120 334976 866
121 304664 866
122 274352 866
123 245096 866
124 218474 866
125 194311 865
126 172446 866
127 152690 866
128 134933 866
129 119014 866
130 104751 866
131 91992 866
132 80611 866
133 70505 866
134 61563 866
135 53610 866
136 46584 866
137 40391 866
138 34928 866
139 30131 866
140 25914 865
141 22236 865
142 19029 865
143 16255 865
144 13857 864
145 11801 864
146 10019 860
147 8492 861
148 7110 853
149 5977 848
150 5007 847
151 4146 844
152 3398 835
153 2757 832
154 2220 829
155 1776 821
156 1382 813
157 1018 808
158 794 811
159 571 806
160 211 784
161 153 791
162 114 800
163 85 808
164 64 816
165 49 820
166 37 829
167 27 835
168 19 838
169 13 845
170 9 846
171 5 849
172 3 854
173 1 860
174 0 861
175 0 863
176 0 863
177 0 865
178 0 865
179 0 865
180 0 866
