Threshold = -1 | Cost = 0 | Clusters = 1
Threshold = 0 | Cost = 0 | Clusters = 1
Threshold = 1 | Cost = 0 | Clusters = 1
Threshold = 2 | Cost = 1 | Clusters = 1
Threshold = 3 | Cost = 2.36344003677368 | Clusters = 1
Threshold = 4 | Cost = 4.36344003677368 | Clusters = 1
Threshold = 5 | Cost = 7.12010955810547 | Clusters = 1
Threshold = 6 | Cost = 11.1201095581055 | Clusters = 1
Threshold = 7 | Cost = 15.209059715271 | Clusters = 1
Threshold = 8 | Cost = 20.9596195220947 | Clusters = 1
Threshold = 9 | Cost = 27.2655181884766 | Clusters = 1
Threshold = 10 | Cost = 35.8904190063477 | Clusters = 1
Threshold = 11 | Cost = 44.8904228210449 | Clusters = 1
Threshold = 12 | Cost = 54.4550437927246 | Clusters = 1
Threshold = 13 | Cost = 66.2010192871094 | Clusters = 1
Threshold = 14 | Cost = 80.8574447631836 | Clusters = 1
Threshold = 15 | Cost = 101.028800964355 | Clusters = 1
Threshold = 16 | Cost = 123.231819152832 | Clusters = 1
Threshold = 17 | Cost = 154.254165649414 | Clusters = 1
Threshold = 18 | Cost = 195.802841186523 | Clusters = 1
Threshold = 19 | Cost = 249.001098632812 | Clusters = 1
Threshold = 20 | Cost = 319.407501220703 | Clusters = 1
Threshold = 21 | Cost = 405.091125488281 | Clusters = 1
Threshold = 22 | Cost = 509.474426269531 | Clusters = 1
Threshold = 23 | Cost = 643.159851074219 | Clusters = 1
Threshold = 24 | Cost = 805.175659179688 | Clusters = 1
Threshold = 25 | Cost = 997.431518554688 | Clusters = 1
Threshold = 26 | Cost = 1224.75134277344 | Clusters = 1
Threshold = 27 | Cost = 1500.32434082031 | Clusters = 1
Threshold = 28 | Cost = 1826.017578125 | Clusters = 1
Threshold = 29 | Cost = 2199.86572265625 | Clusters = 1
Threshold = 30 | Cost = 2620.92895507812 | Clusters = 1
Threshold = 31 | Cost = 3112.83129882812 | Clusters = 1
Threshold = 32 | Cost = 3708.13330078125 | Clusters = 1
Threshold = 33 | Cost = 4414.3076171875 | Clusters = 1
Threshold = 34 | Cost = 5245.04541015625 | Clusters = 1
Threshold = 35 | Cost = 6232.47705078125 | Clusters = 1
Threshold = 36 | Cost = 7375.79443359375 | Clusters = 1
Threshold = 37 | Cost = 8720.095703125 | Clusters = 1
Threshold = 38 | Cost = 10268.212890625 | Clusters = 1
Threshold = 39 | Cost = 12057.23046875 | Clusters = 1
Threshold = 40 | Cost = 14097.3046875 | Clusters = 1
Threshold = 41 | Cost = 16482.0390625 | Clusters = 1
Threshold = 42 | Cost = 19260.990234375 | Clusters = 1
Threshold = 43 | Cost = 22456.86328125 | Clusters = 1
Threshold = 44 | Cost = 26085.78125 | Clusters = 1
Threshold = 45 | Cost = 30252.974609375 | Clusters = 1
Threshold = 46 | Cost = 35014.6640625 | Clusters = 1
