Threshold = -1 | Cost = 0 | Clusters = 1
Threshold = 0 | Cost = 0 | Clusters = 1
Threshold = 1 | Cost = 0 | Clusters = 1
Threshold = 2 | Cost = 1 | Clusters = 1
Threshold = 3 | Cost = 2 | Clusters = 1
Threshold = 4 | Cost = 3.94272994995117 | Clusters = 1
Threshold = 5 | Cost = 7.58032989501953 | Clusters = 1
Threshold = 6 | Cost = 13.0782699584961 | Clusters = 1
Threshold = 7 | Cost = 22.283411026001 | Clusters = 1
Threshold = 8 | Cost = 34.0746421813965 | Clusters = 1
Threshold = 9 | Cost = 49.7649955749512 | Clusters = 1
Threshold = 10 | Cost = 68.7649917602539 | Clusters = 1
Threshold = 11 | Cost = 91.0119934082031 | Clusters = 1
Threshold = 12 | Cost = 122.072769165039 | Clusters = 1
Threshold = 13 | Cost = 158.701553344727 | Clusters = 1
Threshold = 14 | Cost = 203.313949584961 | Clusters = 1
Threshold = 15 | Cost = 256.030181884766 | Clusters = 1
Threshold = 16 | Cost = 319.388153076172 | Clusters = 1
Threshold = 17 | Cost = 397.448333740234 | Clusters = 1
Threshold = 18 | Cost = 496.921539306641 | Clusters = 1
Threshold = 19 | Cost = 615.656127929688 | Clusters = 1
Threshold = 20 | Cost = 759.818603515625 | Clusters = 1
Threshold = 21 | Cost = 931.204956054688 | Clusters = 1
Threshold = 22 | Cost = 1138.75061035156 | Clusters = 1
Threshold = 23 | Cost = 1395.65026855469 | Clusters = 1
Threshold = 24 | Cost = 1699.57360839844 | Clusters = 1
Threshold = 25 | Cost = 2067.64208984375 | Clusters = 1
Threshold = 26 | Cost = 2516.14916992188 | Clusters = 1
Threshold = 27 | Cost = 3050.22729492188 | Clusters = 1
Threshold = 28 | Cost = 3677.39306640625 | Clusters = 1
Threshold = 29 | Cost = 4412.83642578125 | Clusters = 1
Threshold = 30 | Cost = 5263.39306640625 | Clusters = 1
Threshold = 31 | Cost = 6268.01708984375 | Clusters = 1
Threshold = 32 | Cost = 7466.1220703125 | Clusters = 1
Threshold = 33 | Cost = 8886.537109375 | Clusters = 1
Threshold = 34 | Cost = 10547.0830078125 | Clusters = 1
Threshold = 35 | Cost = 12503.8837890625 | Clusters = 1
Threshold = 36 | Cost = 14787.390625 | Clusters = 1
Threshold = 37 | Cost = 17409.603515625 | Clusters = 1
Threshold = 38 | Cost = 20406.74609375 | Clusters = 1
Threshold = 39 | Cost = 23855.564453125 | Clusters = 1
Threshold = 40 | Cost = 27843.890625 | Clusters = 1
Threshold = 41 | Cost = 32416.73828125 | Clusters = 1
Threshold = 42 | Cost = 37637.84375 | Clusters = 1
Threshold = 43 | Cost = 43630.1953125 | Clusters = 1
Threshold = 44 | Cost = 50451.765625 | Clusters = 1
Threshold = 45 | Cost = 58159.796875 | Clusters = 1
Threshold = 46 | Cost = 66833.2265625 | Clusters = 1
