Threshold = -1 | Cost = 0 | Clusters = 1
Threshold = 0 | Cost = 0 | Clusters = 1
Threshold = 1 | Cost = 0 | Clusters = 1
Threshold = 2 | Cost = 1 | Clusters = 1
Threshold = 3 | Cost = 2.85443997383118 | Clusters = 1
Threshold = 4 | Cost = 4.8544397354126 | Clusters = 1
Threshold = 5 | Cost = 6.8544397354126 | Clusters = 1
Threshold = 6 | Cost = 8.8544397354126 | Clusters = 1
Threshold = 7 | Cost = 10.8544406890869 | Clusters = 1
Threshold = 8 | Cost = 12.8544406890869 | Clusters = 1
Threshold = 9 | Cost = 14.8544406890869 | Clusters = 1
Threshold = 10 | Cost = 16.8544406890869 | Clusters = 1
Threshold = 11 | Cost = 19.045259475708 | Clusters = 1
Threshold = 12 | Cost = 22.045259475708 | Clusters = 1
Threshold = 13 | Cost = 25.045259475708 | Clusters = 1
Threshold = 14 | Cost = 31.2347717285156 | Clusters = 1
Threshold = 15 | Cost = 39.5193023681641 | Clusters = 1
Threshold = 16 | Cost = 49.1170921325684 | Clusters = 1
Threshold = 17 | Cost = 59.1170883178711 | Clusters = 1
Threshold = 18 | Cost = 71.5875854492188 | Clusters = 1
Threshold = 19 | Cost = 88.1343994140625 | Clusters = 1
Threshold = 20 | Cost = 110.346130371094 | Clusters = 1
Threshold = 21 | Cost = 141.556365966797 | Clusters = 1
Threshold = 22 | Cost = 178.687591552734 | Clusters = 1
Threshold = 23 | Cost = 226.003402709961 | Clusters = 1
Threshold = 24 | Cost = 285.297607421875 | Clusters = 1
Threshold = 25 | Cost = 359.528167724609 | Clusters = 1
Threshold = 26 | Cost = 447.565460205078 | Clusters = 1
Threshold = 27 | Cost = 556.533325195312 | Clusters = 1
Threshold = 28 | Cost = 685.249694824219 | Clusters = 1
Threshold = 29 | Cost = 844.672485351562 | Clusters = 1
Threshold = 30 | Cost = 1039.37634277344 | Clusters = 1
Threshold = 31 | Cost = 1262.26452636719 | Clusters = 1
Threshold = 32 | Cost = 1519.03356933594 | Clusters = 1
Threshold = 33 | Cost = 1834.28979492188 | Clusters = 1
Threshold = 34 | Cost = 2207.30639648438 | Clusters = 1
Threshold = 35 | Cost = 2648.17016601562 | Clusters = 1
Threshold = 36 | Cost = 3164.85864257812 | Clusters = 1
Threshold = 37 | Cost = 3750.74072265625 | Clusters = 1
Threshold = 38 | Cost = 4439.96044921875 | Clusters = 1
Threshold = 39 | Cost = 5239.3525390625 | Clusters = 1
Threshold = 40 | Cost = 6161.49560546875 | Clusters = 1
Threshold = 41 | Cost = 7229.75537109375 | Clusters = 1
Threshold = 42 | Cost = 8466.177734375 | Clusters = 1
Threshold = 43 | Cost = 9898.1669921875 | Clusters = 1
Threshold = 44 | Cost = 11542.3681640625 | Clusters = 1
Threshold = 45 | Cost = 13439.6103515625 | Clusters = 1
Threshold = 46 | Cost = 15616.5869140625 | Clusters = 1
