Threshold Cost Clusters
-1 0 1
0 0 1
1 0 1
2 2 1
3 4 1
4 6 1
5 10 1
6 16 1
7 26 1
8 39 1
9 55 1
10 76 1
11 101 1
12 132 1
13 171 1
14 218 1
15 275 1
16 345 1
17 434 1
18 543 1
19 673 1
20 835 1
21 1032 1
22 1280 1
23 1582 1
24 1941 1
25 2358 1
26 2858 1
27 3445 1
28 4146 1
29 4981 1
30 5955 1
31 7101 1
32 8442 1
33 10026 1
34 11912 1
35 14100 1
36 16638 1
37 19581 1
38 22962 1
39 26841 1
40 31290 1
41 36343 1
42 42128 1
43 48752 1
44 56269 1
45 64751 1
46 74335 1
47 85127 1
48 97249 1
49 110838 1
50 126037 1
51 143020 1
52 161929 1
53 182936 1
54 206261 1
55 232070 1
56 260566 1
57 291890 1
58 326254 1
59 364005 1
60 405263 1
61 450291 1
62 499353 1
63 552556 1
64 610119 1
65 672296 1
66 739379 1
67 811588 1
68 889247 1
69 972562 1
70 1061590 1
71 1156641 1
72 1248384 2
73 1355141 2
74 1458951 3
75 1577868 4
76 1686544 6
77 1800770 8
78 1920766 9
79 2043643 14
80 2069850 25
81 2115766 55
82 2173464 52
83 2120015 72
84 2077360 109
85 2110364 131
86 2085603 131
87 2110842 145
88 2051496 184
89 1911267 229
90 1854784 521
91 1713848 545
92 1566110 529
93 1440020 379
94 1322661 550
95 1211586 567
96 1109616 565
97 1012088 544
98 903053 605
99 830645 608
100 761251 645
101 700111 628
102 638562 685
103 588545 686
104 537396 697
105 487934 722
106 439538 722
107 401290 732
108 361659 749
109 323558 780
110 290823 754
111 260394 793
112 231926 797
113 207088 787
114 183941 811
115 163275 811
116 144358 827
117 127392 849
118 112095 845
119 98452 854
120 86361 857
121 75557 863
122 65935 864
123 57446 864
124 49924 866
125 43251 866
126 37395 866
127 32224 866
128 27724 866
129 23793 865
130 20379 866
131 17410 864
132 14853 865
133 12627 864
134 10693 863
135 9055 862
136 7645 860
137 6401 856
138 5370 855
139 4468 845
140 3730 847
141 3067 845
142 2454 834
143 1949 827
144 1513 820
145 1153 812
146 945 812
147 345 764
148 260 776
149 193 789
150 146 802
151 110 812
152 83 823
153 62 825
154 44 829
155 29 834
156 20 837
157 14 841
158 10 846
159 7 850
160 5 854
161 3 856
162 1 857
163 0 858
164 0 859
165 0 861
166 0 864
167 0 865
168 0 865
169 0 865
170 0 865
171 0 865
172 0 865
173 0 865
174 0 866
