Threshold Cost Clusters
-1 0 1
0 0 1
1 0 1
2 1 1
3 2 1
4 3 1
5 4 1
6 5 1
7 6 1
8 8 1
9 11 1
10 16 1
11 23 1
12 30 1
13 42 1
14 57 1
15 77 1
16 98 1
17 123 1
18 150 1
19 183 1
20 220 1
21 262 1
22 312 1
23 375 1
24 451 1
25 541 1
26 650 1
27 789 1
28 957 1
29 1165 1
30 1409 1
31 1703 1
32 2061 1
33 2485 1
34 2982 1
35 3574 1
36 4288 1
37 5134 1
38 6120 1
39 7272 1
40 8618 1
41 10161 1
42 11949 1
43 14031 1
44 16418 1
45 19150 1
46 22304 1
47 25951 1
48 30159 1
49 34985 1
50 40475 1
51 46764 1
52 53906 1
53 61977 1
54 71113 1
55 81387 1
56 92928 1
57 105817 1
58 120184 1
59 136204 1
60 154066 1
61 173918 1
62 195931 1
63 220233 1
64 247067 1
65 276576 1
66 308952 1
67 344393 1
68 383091 1
69 425283 1
70 471214 1
71 521120 1
72 575219 1
73 633834 1
74 697101 1
75 765131 1
76 838184 1
77 916479 1
78 1000313 1
79 1089864 1
80 1185565 1
81 1287475 1
82 1374539 4
83 1488848 3
84 1595496 5
85 1725272 4
86 1807746 10
87 1920183 12
88 2023301 16
89 2047110 38
90 2131361 33
91 2171918 51
92 2135631 66
93 2119707 98
94 2145606 106
95 2154789 122
96 2140868 166
97 2035498 181
98 1923346 232
99 1842524 299
100 1744194 247
101 1582998 380
102 1468998 447
103 1312776 430
104 1249063 533
105 1111386 508
106 1014597 507
107 938365 567
108 850450 597
109 789626 645
110 718623 637
111 660375 646
112 606282 665
113 556432 694
114 508869 691
115 458683 714
116 419194 722
117 373922 742
118 339072 747
119 305083 774
120 273733 775
121 244965 800
122 218086 799
123 193157 795
124 171756 815
125 152114 849
126 133682 830
127 117393 836
128 103504 850
129 90697 862
130 79120 856
131 68843 858
132 59890 866
133 51838 862
134 44925 866
135 38782 865
136 33409 865
137 28754 866
138 24695 865
139 21179 865
140 18117 865
141 15463 865
142 13186 865
143 11223 864
144 9501 860
145 8022 858
146 6741 856
147 5655 856
148 4635 844
149 3830 838
150 3134 833
151 2475 819
152 1932 800
153 1504 792
154 1208 797
155 838 782
156 356 754
157 269 768
158 203 778
159 155 789
160 114 798
161 81 806
162 55 816
163 36 824
164 22 834
165 14 838
166 9 843
167 5 848
168 3 852
169 1 854
170 0 857
171 0 858
172 0 859
173 0 859
174 0 861
175 0 862
176 0 863
177 0 864
178 0 864
179 0 865
180 0 866
