Threshold Cost Clusters
-1 0 1
0 0 1
1 0 1
2 1 1
3 2 1
4 3 1
5 5 1
6 7 1
7 9 1
8 11 1
9 13 1
10 15 1
11 18 1
12 22 1
13 26 1
14 31 1
15 38 1
16 45 1
17 54 1
18 63 1
19 72 1
20 81 1
21 93 1
22 108 1
23 127 1
24 149 1
25 178 1
26 216 1
27 260 1
28 317 1
29 385 1
30 466 1
31 559 1
32 668 1
33 803 1
34 969 1
35 1173 1
36 1420 1
37 1715 1
38 2073 1
39 2497 1
40 2991 1
41 3586 1
42 4296 1
43 5141 1
44 6130 1
45 7314 1
46 8711 1
47 10345 1
48 12245 1
49 14429 1
50 16963 1
51 19868 1
52 23226 1
53 27103 1
54 31545 1
55 36608 1
56 42365 1
57 48934 1
58 56374 1
59 64761 1
60 74204 1
61 84806 1
62 96631 1
63 109845 1
64 124592 1
65 141013 1
66 159236 1
67 179396 1
68 201684 1
69 226246 1
70 253300 1
71 283029 1
72 315578 1
73 351160 1
74 390179 1
75 432651 1
76 478783 1
77 528816 1
78 582964 1
79 641412 1
80 704452 1
81 772316 1
82 845221 1
83 923295 1
84 1006766 1
85 1095946 1
86 1191045 1
87 1292216 1
88 1399589 1
89 1513420 1
90 1624113 2
91 1740871 3
92 1853780 5
93 1952264 14
94 1989124 19
95 2096074 24
96 2142049 56
97 2241334 47
98 2245318 75
99 2229546 90
100 2253423 101
101 2247170 104
102 2210950 146
103 2188777 161
104 2092648 455
105 1923807 455
106 1772216 439
107 1669301 512
108 1514811 520
109 1393359 497
110 1294994 545
111 1176223 546
112 1066016 552
113 977749 583
114 893534 554
115 826817 582
116 762631 577
117 703242 608
118 648102 622
119 590151 638
120 537023 627
121 490649 648
122 445995 662
123 405100 726
124 364225 710
125 326725 727
126 295547 759
127 265228 775
128 236128 774
129 210941 816
130 187859 818
131 166160 808
132 147740 834
133 130741 851
134 115275 851
135 101570 858
136 89177 865
137 78163 866
138 68241 861
139 59497 864
140 51802 866
141 44924 866
142 38863 866
143 33537 866
144 28851 866
145 24742 865
146 21174 865
147 18070 864
148 15395 865
149 13051 863
150 11045 863
151 9345 862
152 7864 856
153 6569 850
154 5472 847
155 4562 844
156 3700 832
157 3004 825
158 2411 815
159 1939 812
160 1347 787
161 1036 790
162 749 786
163 307 754
164 232 765
165 175 783
166 128 794
167 91 805
168 64 814
169 44 823
170 28 829
171 18 833
172 11 838
173 6 841
174 5 846
175 4 852
176 3 855
177 2 859
178 1 860
179 0 862
180 0 862
181 0 864
182 0 865
183 0 865
184 0 865
185 0 865
186 0 865
187 0 866
