Threshold Cost Clusters
-1 0 1
0 0 1
1 0 1
2 1 1
3 3 1
4 5 1
5 9 1
6 14 1
7 20 1
8 26 1
9 36 1
10 52 1
11 72 1
12 96 1
13 127 1
14 167 1
15 213 1
16 271 1
17 339 1
18 425 1
19 539 1
20 679 1
21 849 1
22 1060 1
23 1315 1
24 1624 1
25 2004 1
26 2456 1
27 2996 1
28 3642 1
29 4389 1
30 5269 1
31 6304 1
32 7513 1
33 8924 1
34 10542 1
35 12397 1
36 14538 1
37 17022 1
38 19871 1
39 23139 1
40 26852 1
41 31051 1
42 35814 1
43 41202 1
44 47253 1
45 54026 1
46 61654 1
47 70177 1
48 79727 1
49 90385 1
50 102208 1
51 115312 1
52 129812 1
53 145838 1
54 163481 1
55 182830 1
56 204045 1
57 227229 1
58 252561 1
59 280251 1
60 310401 1
61 342998 1
62 378252 1
63 416373 1
64 457537 1
65 501946 1
66 549640 1
67 600833 1
68 655707 1
69 714375 1
70 777088 1
71 843988 1
72 915172 1
73 990800 1
74 1071109 1
75 1156176 1
76 1246128 1
77 1341097 1
78 1441233 1
79 1546628 1
80 1657397 1
81 1761072 2
82 1882260 2
83 1996616 3
84 2121612 5
85 2262891 4
86 2352764 8
87 2442124 11
88 2504542 18
89 2650979 18
90 2742839 29
91 2784686 44
92 2554705 69
93 2698304 136
94 2480094 142
95 2555886 187
96 2409460 229
97 2223547 270
98 2073098 253
99 2001563 308
100 1799268 298
101 1752710 309
102 1612130 339
103 1497694 339
104 1408542 390
105 1322202 414
106 1218486 392
107 1144346 335
108 1050171 409
109 979720 438
110 961283 513
111 889201 459
112 836974 563
113 780959 615
114 747028 761
115 675190 765
116 606540 738
117 570771 774
118 522073 823
119 473221 819
120 429798 830
121 383250 800
122 350114 826
123 314928 827
124 282795 839
125 253682 843
126 226517 842
127 201815 856
128 179007 844
129 158536 853
130 139984 854
131 123180 862
132 108017 859
133 94442 863
134 82339 865
135 71537 865
136 61965 866
137 53446 865
138 45936 866
139 39332 866
140 33577 866
141 28527 866
142 24094 866
143 20261 866
144 16935 864
145 14088 863
146 11686 861
147 9649 858
148 7852 847
149 6381 841
150 5148 832
151 4131 824
152 3090 792
153 2222 756
154 1443 726
155 473 640
156 332 666
157 210 702
158 124 721
159 71 741
160 46 760
161 29 783
162 15 795
163 7 814
164 2 824
165 1 832
166 0 841
167 0 854
168 0 856
169 0 860
170 0 864
171 0 864
172 0 866
173 0 866
