Threshold Cost Clusters
-1 0 1
0 0 1
1 0 1
2 4 1
3 9 1
4 16 1
5 27 1
6 43 1
7 64 1
8 93 1
9 138 1
10 205 1
11 293 1
12 415 1
13 586 1
14 816 1
15 1110 1
16 1490 1
17 1999 1
18 2654 1
19 3472 1
20 4479 1
21 5695 1
22 7152 1
23 8902 1
24 10981 1
25 13459 1
26 16427 1
27 19903 1
28 23958 1
29 28664 1
30 34158 1
31 40476 1
32 47704 1
33 55902 1
34 65151 1
35 75522 1
36 87146 1
37 100139 1
38 114571 1
39 130472 1
40 147953 1
41 167167 1
42 188263 1
43 211278 1
44 236367 1
45 263676 1
46 293291 1
47 325280 1
48 359763 1
49 396951 1
50 436941 1
51 479870 1
52 525878 1
53 575146 1
54 627762 1
55 683864 1
56 743653 1
57 807267 1
58 874888 1
59 946692 1
60 1022854 1
61 1103566 1
62 1188961 1
63 1279199 1
64 1374523 1
65 1474975 1
66 1580644 1
67 1691885 1
68 1808868 1
69 1931700 1
70 2060410 1
71 2179793 3
72 2336012 1
73 2483174 1
74 2634461 2
75 2761664 41
76 2894376 40
77 3014356 61
78 2938050 146
79 2060999 94
80 1969104 70
81 2380295 116
82 2440778 325
83 2257598 261
84 2066428 263
85 1862920 215
86 1691831 170
87 1408275 124
88 1234104 77
89 1136737 83
90 1037411 155
91 1017693 144
92 960850 194
93 892508 265
94 829775 271
95 832194 502
96 731435 346
97 710697 698
98 638046 694
99 572454 694
100 512996 795
101 455581 801
102 403059 788
103 355506 835
104 311486 837
105 270813 826
106 235851 858
107 203422 859
108 174201 844
109 148641 853
110 125906 847
111 106019 858
112 88621 865
113 73437 865
114 60332 866
115 49120 866
116 39606 866
117 31568 866
118 24847 866
119 19289 865
120 14798 864
121 11193 864
122 8308 862
123 6034 858
124 4247 842
125 2634 781
126 897 578
127 278 550
128 133 607
129 56 668
130 19 735
131 4 774
132 1 807
133 0 836
134 1 856
135 0 861
136 0 865
137 0 866
