
currentTclustCluster = c273 | nextThreshold = 20

currentTclustCluster = c296 | nextThreshold = 20

currentTclustCluster = c297 | nextThreshold = 20

currentTclustCluster = c106 | nextThreshold = 20

currentTclustCluster = c34 | nextThreshold = 21

currentTclustCluster = c35 | nextThreshold = 21

currentTclustCluster = c37 | nextThreshold = 21

currentTclustCluster = c237 | nextThreshold = 21

currentTclustCluster = c298 | nextThreshold = 21

currentTclustCluster = c299 | nextThreshold = 21

currentTclustCluster = c288 | nextThreshold = 21

currentTclustCluster = c163 | nextThreshold = 21

currentTclustCluster = c164 | nextThreshold = 21

currentTclustCluster = c124 | nextThreshold = 21

currentTclustCluster = c125 | nextThreshold = 21

currentTclustCluster = c277 | nextThreshold = 21

currentTclustCluster = c46 | nextThreshold = 21

currentTclustCluster = c290 | nextThreshold = 21

currentTclustCluster = c249 | nextThreshold = 21

currentTclustCluster = c232 | nextThreshold = 21

currentTclustCluster = c233 | nextThreshold = 21

currentTclustCluster = c186 | nextThreshold = 21

currentTclustCluster = c301 | nextThreshold = 21

currentTclustCluster = c302 | nextThreshold = 21

