Threshold Cost Clusters
-1 0 1
0 0 1
1 344233 1
2 687334 2
3 1030702 2
4 1368854 4
5 1698023 8
6 1998130 20
7 2275084 27
8 2547350 35
9 2821587 42
10 3079439 61
11 3331393 64
12 3314522 511
13 3280228 452
14 3254900 545
15 3222855 602
16 3189054 483
17 3163026 531
18 3131854 583
19 3101428 602
20 3076038 695
21 3043384 543
22 3012067 573
23 2983711 576
24 2949690 573
25 2916856 540
26 2888095 548
27 2854305 560
28 2820808 570
29 2793296 540
30 2757617 574
31 2731442 558
32 2695445 509
33 2667131 564
34 2641259 583
35 2609992 612
36 2577059 570
37 2546798 575
38 2514290 573
39 2489354 596
40 2457852 611
41 2432579 602
42 2403413 680
43 2373033 607
44 2338862 612
45 2309394 604
46 2282582 610
47 2254889 715
48 2224774 757
49 2194259 759
50 2164022 739
51 2133310 736
52 2103802 748
53 2073125 745
54 2042320 699
55 2011982 745
56 1981656 750
57 1952426 683
58 1922814 732
59 1892358 767
60 1862432 762
61 1831372 730
62 1800679 736
63 1770450 735
64 1741689 721
65 1711651 740
66 1681624 765
67 1651770 771
68 1621348 805
69 1591008 795
70 1560776 834
71 1530588 811
72 1500448 837
73 1470389 825
74 1440207 854
75 1410019 852
76 1379481 841
77 1349370 856
78 1318756 829
79 1288619 829
80 1258268 827
81 1228197 827
82 1197904 833
83 1167477 852
84 1137315 861
85 1106558 847
86 1076459 812
87 1045980 838
88 1015690 833
89 985617 855
90 955246 850
91 924915 846
92 894629 841
93 864524 857
94 834295 860
95 804015 864
96 773646 863
97 743359 858
98 712880 859
99 682450 848
100 652026 850
101 622080 854
102 591870 865
103 561543 864
104 531245 857
105 500846 859
106 470632 865
107 440299 865
108 410006 865
109 379644 865
110 349307 864
111 318997 864
112 288710 864
113 258456 866
114 229369 866
115 203033 865
116 179378 866
117 158068 866
118 138991 866
119 121956 866
120 106739 866
121 93203 866
122 81231 866
123 70659 866
124 61279 866
125 53019 866
126 45744 866
127 39386 866
128 33855 866
129 29028 866
130 24813 866
131 21153 866
132 17974 866
133 15216 865
134 12816 863
135 10739 862
136 8942 859
137 7393 851
138 6065 846
139 4985 840
140 4079 839
141 3298 831
142 2579 820
143 1995 815
144 1475 806
145 1125 798
146 776 786
147 305 743
148 232 761
149 175 774
150 130 784
151 93 791
152 67 802
153 47 818
154 34 823
155 25 832
156 20 840
157 16 849
158 13 852
159 11 855
160 9 858
161 8 859
162 7 861
163 6 862
164 5 863
165 4 863
166 3 864
167 2 864
168 1 864
169 0 865
170 0 865
171 0 865
172 0 865
173 0 865
174 0 866
175 0 866
