Threshold Cost Clusters
-1 0 1
0 0 1
1 344233 1
2 688466 1
3 1029074 3
4 1363974 6
5 1694743 9
6 2016866 13
7 2334400 17
8 2636900 25
9 2944012 28
10 3230745 49
11 3371206 87
12 3555446 72
13 3575756 514
14 3545323 509
15 3519021 454
16 3484669 481
17 3458328 469
18 3429586 543
19 3397534 538
20 3353204 441
21 3336128 469
22 3306117 414
23 3269399 440
24 3242864 499
25 3216643 522
26 3180687 487
27 3151945 501
28 3116163 445
29 3095238 603
30 3062025 575
31 3027843 563
32 2989387 536
33 2965108 535
34 2933819 528
35 2912218 533
36 2882272 511
37 2852474 623
38 2819734 551
39 2791317 619
40 2756881 558
41 2724722 555
42 2696669 583
43 2666164 616
44 2632197 568
45 2606472 547
46 2577213 585
47 2549675 714
48 2517158 690
49 2488698 640
50 2455731 634
51 2425726 622
52 2397366 699
53 2364893 629
54 2334318 634
55 2304772 648
56 2277422 643
57 2246302 703
58 2216822 737
59 2186974 736
60 2156932 733
61 2127153 727
62 2097054 747
63 2066600 733
64 2037083 779
65 2007123 803
66 1977308 810
67 1947286 806
68 1916643 807
69 1886440 807
70 1856380 812
71 1826481 811
72 1796132 797
73 1765978 794
74 1735681 813
75 1705223 803
76 1675262 796
77 1645158 816
78 1614529 811
79 1584558 804
80 1554142 782
81 1524289 809
82 1494319 802
83 1463802 805
84 1433724 836
85 1403728 845
86 1372937 799
87 1341597 817
88 1311833 833
89 1281453 823
90 1251251 817
91 1221020 828
92 1190822 824
93 1160797 841
94 1130600 843
95 1100590 844
96 1070198 848
97 1040125 852
98 1009847 857
99 979580 865
100 949059 860
101 918756 857
102 888484 858
103 858271 863
104 827880 859
105 797376 857
106 767239 861
107 737013 863
108 706782 865
109 676453 864
110 646155 864
111 615811 862
112 585550 865
113 555271 866
114 524957 866
115 494636 865
116 464299 864
117 434020 866
118 403669 864
119 373397 866
120 343086 866
121 312773 866
122 282461 866
123 252353 866
124 224496 866
125 199207 866
126 176377 866
127 155747 866
128 137159 866
129 120425 866
130 105468 866
131 92120 866
132 80268 866
133 69768 866
134 60524 866
135 52334 866
136 45110 866
137 38745 866
138 33172 866
139 28324 865
140 24113 866
141 20456 865
142 17295 865
143 14590 866
144 12257 864
145 10248 862
146 8564 862
147 7076 854
148 5818 847
149 4784 843
150 3896 837
151 3124 832
152 2511 823
153 1865 808
154 1385 796
155 1006 785
156 623 768
157 267 743
158 187 761
159 128 773
160 90 787
161 61 797
162 40 805
163 30 819
164 23 826
165 17 834
166 11 841
167 7 847
168 5 851
169 4 852
170 3 856
171 2 857
172 1 859
173 0 860
174 0 862
175 0 865
176 0 866
