Threshold Cost Clusters
-1 0 1
0 0 1
1 344233 1
2 687111 2
3 1022587 6
4 1360112 7
5 1683187 12
6 1999696 17
7 2321428 19
8 2615373 23
9 2865259 37
10 3138910 49
11 3375392 57
12 3513088 89
13 3547530 448
14 3517134 431
15 3481693 436
16 3459464 478
17 3426011 450
18 3393416 511
19 3371758 545
20 3336417 489
21 3304990 442
22 3279137 547
23 3252032 563
24 3216264 522
25 3183618 508
26 3160565 603
27 3131676 599
28 3089349 485
29 3064218 515
30 3037531 612
31 2998957 501
32 2971715 531
33 2945522 567
34 2911332 507
35 2881590 589
36 2848347 522
37 2816194 535
38 2792930 564
39 2759443 556
40 2735482 603
41 2698006 569
42 2670528 566
43 2640242 567
44 2599803 551
45 2578167 590
46 2548249 624
47 2522184 626
48 2493645 675
49 2462104 622
50 2429932 647
51 2400008 668
52 2370698 635
53 2341312 611
54 2312672 732
55 2279608 681
56 2250918 649
57 2220781 753
58 2190784 733
59 2161210 735
60 2130618 708
61 2098342 693
62 2069324 703
63 2039908 749
64 2008976 765
65 1978506 769
66 1947890 743
67 1918482 772
68 1888279 763
69 1858740 744
70 1828161 733
71 1799191 739
72 1768190 746
73 1739305 777
74 1709254 728
75 1678680 759
76 1648250 743
77 1617458 730
78 1585517 751
79 1556140 758
80 1527209 775
81 1497130 784
82 1466015 802
83 1435938 813
84 1405792 803
85 1375312 808
86 1345367 806
87 1314981 816
88 1285021 845
89 1254606 840
90 1224542 833
91 1194279 836
92 1164095 843
93 1133726 844
94 1102942 840
95 1073051 816
96 1043086 854
97 1012777 860
98 982158 833
99 951717 842
100 921356 841
101 891059 836
102 860986 852
103 830490 838
104 800030 837
105 770003 846
106 739852 851
107 709674 852
108 679326 858
109 649257 862
110 618952 863
111 588642 863
112 558391 865
113 528092 866
114 497747 864
115 467290 859
116 437066 863
117 406746 862
118 376506 865
119 346220 866
120 315857 863
121 285573 865
122 255689 866
123 228176 866
124 203193 865
125 180582 866
126 160149 866
127 141709 866
128 125125 866
129 110149 866
130 96720 866
131 84769 866
132 74185 866
133 64731 866
134 56291 866
135 48853 866
136 42280 866
137 36502 866
138 31440 866
139 27005 866
140 23126 866
141 19756 866
142 16879 866
143 14385 864
144 12224 862
145 10361 859
146 8738 856
147 7338 848
148 6170 848
149 5066 836
150 4207 831
151 3424 826
152 2748 818
153 2209 814
154 1748 814
155 1359 809
156 928 795
157 680 798
158 272 766
159 202 778
160 150 790
161 105 797
162 73 807
163 48 817
164 30 822
165 17 828
166 11 838
167 7 841
168 3 845
169 1 849
170 0 854
171 0 856
172 0 859
173 0 860
174 0 863
175 0 864
176 0 865
177 0 865
178 0 865
179 0 865
180 0 865
181 0 865
182 0 865
183 0 865
184 0 865
185 0 865
186 0 865
187 0 866
