Threshold Cost Clusters
-1 0 1
0 0 1
1 344233 1
2 688466 1
3 1028683 3
4 1363561 6
5 1694412 9
6 2024250 11
7 2329377 17
8 2590935 31
9 2840993 42
10 3079756 60
11 3295612 67
12 3482004 84
13 3576490 119
14 3552310 486
15 3525967 598
16 3498871 586
17 3463734 545
18 3437489 592
19 3408509 771
20 3377390 603
21 3344776 571
22 3316118 542
23 3286836 572
24 3254316 587
25 3224722 524
26 3196330 832
27 3164889 614
28 3134805 610
29 3104392 727
30 3074652 735
31 3042863 652
32 3010840 567
33 2977558 592
34 2947615 607
35 2916958 587
36 2886802 620
37 2859318 598
38 2827341 599
39 2797138 654
40 2768052 680
41 2738397 651
42 2707354 650
43 2673223 642
44 2648411 708
45 2614930 666
46 2585008 696
47 2550827 671
48 2518367 658
49 2493426 711
50 2462041 652
51 2428812 685
52 2401332 693
53 2368440 678
54 2339866 713
55 2310610 690
56 2280812 719
57 2250221 720
58 2220885 734
59 2189822 703
60 2158989 726
61 2129375 715
62 2099178 732
63 2068495 735
64 2039457 726
65 2008655 744
66 1979900 742
67 1949950 731
68 1920283 731
69 1890478 748
70 1860543 758
71 1830033 764
72 1801061 775
73 1771390 773
74 1740519 775
75 1710698 848
76 1680443 845
77 1650123 828
78 1619888 843
79 1589307 845
80 1558834 839
81 1528496 839
82 1498273 836
83 1468040 840
84 1437833 848
85 1407749 842
86 1377273 846
87 1346832 849
88 1316378 847
89 1286153 845
90 1255999 852
91 1225701 847
92 1195272 844
93 1164975 837
94 1134611 845
95 1104461 853
96 1074178 832
97 1043778 820
98 1013242 843
99 983204 831
100 953134 840
101 922603 852
102 892490 851
103 861961 845
104 831677 849
105 801474 846
106 771267 859
107 741031 847
108 710730 861
109 680452 854
110 649967 852
111 619670 856
112 589416 859
113 559193 863
114 528886 863
115 498527 861
116 468246 860
117 438024 864
118 407735 866
119 377423 866
120 347112 866
121 316800 866
122 286452 865
123 256367 866
124 228468 866
125 203152 866
126 180268 866
127 159569 866
128 140949 866
129 124202 866
130 109217 866
131 95842 866
132 83935 866
133 73368 866
134 64012 866
135 55742 866
136 48433 866
137 42031 866
138 36406 866
139 31462 866
140 27142 866
141 23335 866
142 20007 865
143 17090 865
144 14571 864
145 12396 861
146 10527 859
147 8933 857
148 7554 850
149 6378 853
150 5326 853
151 4410 849
152 3599 842
153 2963 832
154 2360 818
155 1884 814
156 1480 811
157 1134 807
158 791 800
159 607 805
160 250 775
161 180 785
162 126 794
163 87 802
164 60 815
165 40 825
166 25 833
167 14 835
168 8 842
169 4 845
170 2 849
171 1 856
172 0 856
173 0 858
174 0 861
175 0 861
176 0 861
177 0 862
178 0 863
179 0 863
180 0 863
181 0 863
182 0 863
183 0 863
184 0 863
185 0 864
186 0 864
187 0 864
188 0 865
189 0 866
190 0 866
