Threshold Cost Clusters
-1 0 1
0 0 1
1 344233 1
2 688466 1
3 1030765 2
4 1366278 5
5 1689710 11
6 1992606 23
7 2292249 29
8 2545865 43
9 2822711 47
10 3060271 62
11 3293498 91
12 3540198 73
13 3715554 93
14 3692546 622
15 3659048 556
16 3632246 710
17 3603405 627
18 3573592 772
19 3539064 550
20 3510047 555
21 3482115 520
22 3452512 711
23 3420355 580
24 3391664 735
25 3361840 719
26 3329318 616
27 3300934 682
28 3264904 568
29 3235720 585
30 3209400 683
31 3179588 647
32 3149683 721
33 3119716 866
34 3089157 744
35 3057022 605
36 3026813 593
37 2996307 654
38 2963512 559
39 2936107 633
40 2902920 599
41 2861208 533
42 2842504 625
43 2810304 615
44 2780692 653
45 2752248 699
46 2719956 635
47 2694108 702
48 2662640 693
49 2631590 659
50 2598625 668
51 2570879 632
52 2539006 692
53 2508436 710
54 2478102 689
55 2448128 740
56 2416814 728
57 2388845 754
58 2357774 726
59 2327066 731
60 2297935 763
61 2267739 703
62 2237674 718
63 2207442 676
64 2175756 691
65 2147236 807
66 2117434 832
67 2086148 738
68 2057031 743
69 2026760 830
70 1995717 745
71 1965015 774
72 1935874 812
73 1905033 715
74 1874837 802
75 1844559 794
76 1814220 782
77 1783022 756
78 1753560 767
79 1723398 766
80 1693612 757
81 1663342 750
82 1633374 807
83 1602584 776
84 1572297 787
85 1542010 784
86 1511872 785
87 1482104 849
88 1451808 832
89 1421032 823
90 1390438 831
91 1360180 839
92 1329935 840
93 1299930 837
94 1269395 803
95 1238478 803
96 1208065 787
97 1178329 813
98 1148666 798
99 1118716 838
100 1088387 851
101 1058358 838
102 1027567 835
103 997190 845
104 966594 837
105 936422 833
106 906068 844
107 875982 844
108 846009 853
109 815548 848
110 785510 850
111 755258 854
112 724838 857
113 694424 858
114 664268 859
115 634004 862
116 603641 859
117 573398 862
118 543148 864
119 512826 864
120 482574 866
121 452261 866
122 421949 866
123 391614 865
124 361303 865
125 330992 865
126 300686 865
127 270390 866
128 240986 866
129 214322 866
130 190238 866
131 168491 866
132 148939 866
133 131421 866
134 115745 866
135 101753 866
136 89228 866
137 78115 866
138 68246 866
139 59504 866
140 51780 866
141 44943 866
142 38907 866
143 33585 865
144 28933 865
145 24884 865
146 21370 865
147 18315 865
148 15673 865
149 13361 862
150 11377 863
151 9661 863
152 8170 861
153 6887 858
154 5788 853
155 4778 840
156 3913 834
157 3224 837
158 2595 830
159 2056 823
160 1591 815
161 1248 815
162 936 811
163 359 754
164 260 765
165 193 776
166 143 789
167 101 798
168 69 807
169 47 815
170 34 822
171 25 828
172 19 839
173 14 843
174 10 850
175 7 853
176 5 856
177 3 858
178 1 860
179 0 861
180 0 863
181 0 863
182 0 863
183 0 864
184 0 865
185 0 865
186 0 865
187 0 865
188 0 866
