Threshold Cost Clusters
-1 0 1
0 0 1
1 344233 1
2 687211 2
3 1026794 4
4 1353193 10
5 1677506 14
6 1985401 22
7 2258100 31
8 2545057 42
9 2805094 51
10 2975314 68
11 3194070 81
12 3315166 558
13 3275517 499
14 3247108 478
15 3226486 508
16 3192320 492
17 3163592 538
18 3132684 488
19 3104816 558
20 3074672 578
21 3042736 478
22 3015043 602
23 2980812 539
24 2951881 578
25 2920068 587
26 2885346 478
27 2850073 476
28 2826546 525
29 2792196 501
30 2768300 562
31 2734190 517
32 2705824 543
33 2675879 563
34 2649316 628
35 2615767 605
36 2583912 568
37 2554876 599
38 2526131 568
39 2491657 558
40 2462060 569
41 2435258 615
42 2404667 630
43 2374999 660
44 2345534 608
45 2314419 647
46 2282978 640
47 2254267 696
48 2223415 719
49 2195033 665
50 2162709 644
51 2133490 712
52 2101805 720
53 2069760 699
54 2036737 667
55 2005695 651
56 1977383 682
57 1948208 697
58 1919027 697
59 1888352 687
60 1857309 692
61 1831892 686
62 1800880 701
63 1770864 715
64 1741930 733
65 1711624 764
66 1681821 757
67 1651868 774
68 1622828 751
69 1591941 760
70 1562129 824
71 1531604 836
72 1501059 821
73 1470716 807
74 1440219 802
75 1410099 796
76 1379924 792
77 1349865 805
78 1319841 809
79 1289343 801
80 1259048 814
81 1228924 795
82 1198804 793
83 1168554 820
84 1138136 837
85 1108092 834
86 1077752 831
87 1047476 837
88 1017412 858
89 986983 854
90 956892 859
91 926622 856
92 896380 857
93 865930 854
94 835665 851
95 805344 858
96 774909 856
97 744775 856
98 714619 864
99 684358 854
100 654051 862
101 623740 865
102 593397 864
103 563032 861
104 532812 865
105 502481 864
106 472176 865
107 441787 863
108 411525 865
109 381176 864
110 350955 866
111 320626 865
112 290330 866
113 259991 865
114 230929 865
115 204602 865
116 180852 866
117 159501 866
118 140387 866
119 123255 866
120 107894 866
121 94155 866
122 81942 866
123 71124 866
124 61573 866
125 53184 866
126 45813 866
127 39354 866
128 33704 866
129 28801 866
130 24522 866
131 20823 866
132 17636 866
133 14887 865
134 12508 863
135 10490 861
136 8764 858
137 7318 856
138 6075 852
139 4980 842
140 4099 836
141 3333 825
142 2659 817
143 2084 814
144 1631 803
145 1178 794
146 827 786
147 327 751
148 244 762
149 181 773
150 134 781
151 101 798
152 79 805
153 63 813
154 50 815
155 39 821
156 30 829
157 23 836
158 17 840
159 11 848
160 6 850
161 2 851
162 0 856
163 0 860
164 0 862
165 0 862
166 0 862
167 0 862
168 0 862
169 0 864
170 0 865
171 0 865
172 0 865
173 0 865
174 0 865
175 0 865
176 0 866
177 0 866
