Threshold Cost Clusters
-1 0 1
0 0 1
1 344233 1
2 688466 1
3 1032699 1
4 1356615 9
5 1690740 10
6 1998462 18
7 2307665 23
8 2599527 28
9 2854309 39
10 3114416 51
11 3265106 72
12 3300696 483
13 3272159 493
14 3243764 582
15 3208057 458
16 3176653 438
17 3150515 434
18 3117392 399
19 3082181 429
20 3061926 510
21 3026995 500
22 3002322 547
23 2968936 483
24 2935216 486
25 2911016 530
26 2874194 513
27 2847014 548
28 2815945 602
29 2785189 564
30 2749844 571
31 2726772 547
32 2688763 564
33 2664582 576
34 2629898 580
35 2597354 596
36 2568350 607
37 2543472 649
38 2505495 588
39 2476222 605
40 2442155 599
41 2411534 617
42 2379961 609
43 2352023 630
44 2328604 648
45 2296064 619
46 2268848 613
47 2233224 628
48 2200249 635
49 2176701 639
50 2144529 635
51 2114850 632
52 2087008 663
53 2053044 631
54 2023654 646
55 1992934 659
56 1968494 631
57 1940201 708
58 1911792 702
59 1880774 679
60 1852030 736
61 1821145 761
62 1791329 786
63 1761197 745
64 1729476 742
65 1698622 729
66 1668949 725
67 1638056 730
68 1609820 769
69 1579472 780
70 1549780 790
71 1519850 797
72 1489547 776
73 1458679 773
74 1429273 799
75 1399572 791
76 1369287 838
77 1338774 836
78 1307692 784
79 1276197 799
80 1246196 804
81 1216216 804
82 1186189 790
83 1156304 788
84 1126138 802
85 1096175 842
86 1065862 836
87 1035940 828
88 1005592 829
89 975309 842
90 944949 851
91 914424 840
92 884602 851
93 853941 845
94 823599 837
95 793150 840
96 763324 848
97 732770 845
98 702515 852
99 672445 860
100 642212 855
101 612008 861
102 581633 859
103 551247 860
104 520980 862
105 490691 862
106 460404 862
107 430138 864
108 399833 865
109 369533 865
110 339243 866
111 308930 866
112 278620 866
113 248925 866
114 221739 866
115 197065 866
116 174769 866
117 154685 866
118 136541 866
119 120250 866
120 105653 866
121 92623 866
122 81027 866
123 70745 866
124 61644 866
125 53602 866
126 46511 866
127 40276 866
128 34795 866
129 29970 866
130 25755 865
131 22072 865
132 18818 864
133 16086 865
134 13683 865
135 11600 864
136 9821 862
137 8288 859
138 6935 852
139 5796 850
140 4812 848
141 3904 837
142 3195 833
143 2626 833
144 2154 833
145 1608 817
146 1204 806
147 762 779
148 334 754
149 252 771
150 193 780
151 145 791
152 105 802
153 76 808
154 56 814
155 41 823
156 30 833
157 20 833
158 13 837
159 9 843
160 7 846
161 6 851
162 5 854
163 4 856
164 3 857
165 2 860
166 1 861
167 0 862
168 0 862
169 0 862
170 0 863
171 0 863
172 0 863
173 0 863
174 0 863
175 0 865
176 0 865
177 0 866
