Threshold Cost Clusters
-1 0 1
0 0 1
1 344233 1
2 688466 1
3 1032699 1
4 1364429 6
5 1688655 11
6 2012641 18
7 2292032 27
8 2567418 36
9 2813721 54
10 3047188 62
11 3220153 89
12 3241805 510
13 3211512 547
14 3184263 547
15 3153920 487
16 3121969 509
17 3094197 502
18 3064330 540
19 3025088 510
20 2997205 514
21 2971870 557
22 2939085 523
23 2913245 633
24 2877608 565
25 2850149 561
26 2814728 527
27 2788364 564
28 2761860 612
29 2726868 569
30 2689078 535
31 2668917 622
32 2638324 574
33 2601921 556
34 2575653 578
35 2544410 592
36 2515596 612
37 2487393 607
38 2454851 625
39 2424690 638
40 2395414 636
41 2362548 596
42 2331410 604
43 2305215 639
44 2271054 615
45 2241598 627
46 2210736 639
47 2182071 668
48 2151088 651
49 2119060 656
50 2092796 662
51 2062444 656
52 2030076 667
53 2001094 669
54 1970408 670
55 1941342 675
56 1911823 695
57 1883341 683
58 1853722 704
59 1823055 720
60 1793156 725
61 1763060 741
62 1733443 738
63 1703707 750
64 1673387 754
65 1643589 715
66 1612902 714
67 1582548 724
68 1552436 758
69 1521960 761
70 1492766 838
71 1462932 845
72 1432772 829
73 1402302 799
74 1371688 784
75 1341652 770
76 1311159 796
77 1281089 793
78 1250306 794
79 1220455 799
80 1189682 793
81 1160081 800
82 1129687 797
83 1099792 826
84 1069482 849
85 1038971 852
86 1008577 845
87 978259 845
88 947947 844
89 917774 838
90 887793 865
91 857404 862
92 827115 863
93 796723 857
94 766126 843
95 736044 859
96 705746 856
97 675558 864
98 645223 859
99 614936 854
100 584400 858
101 554222 856
102 523976 853
103 493727 859
104 463433 865
105 433050 863
106 402761 864
107 372468 864
108 342165 864
109 311885 866
110 281534 864
111 251543 866
112 223869 866
113 198799 866
114 176141 866
115 155747 866
116 137427 866
117 120943 866
118 106181 866
119 93032 866
120 81289 866
121 70863 866
122 61625 866
123 53450 866
124 46228 866
125 39872 866
126 34303 866
127 29422 866
128 25170 866
129 21502 866
130 18343 866
131 15597 865
132 13268 865
133 11204 859
134 9481 856
135 8014 857
136 6659 851
137 5544 846
138 4565 841
139 3697 832
140 2986 827
141 2371 815
142 1867 809
143 1299 784
144 716 753
145 355 735
146 252 743
147 179 756
148 126 774
149 89 789
150 65 801
151 45 810
152 29 821
153 19 831
154 12 841
155 8 846
156 5 849
157 2 856
158 1 857
159 0 860
160 0 863
161 0 864
162 0 864
163 0 865
164 0 865
165 0 865
166 0 865
167 0 865
168 0 865
169 0 865
170 0 865
171 0 865
172 0 865
173 0 865
174 0 865
175 0 865
176 0 865
177 0 865
178 0 865
179 0 865
180 0 865
181 0 866
