Threshold Cost Clusters
-1 0 1
0 0 1
1 344233 1
2 688466 1
3 1028795 3
4 1363789 6
5 1687931 11
6 2001857 16
7 2302457 22
8 2560449 38
9 2797102 49
10 3031793 59
11 3122171 96
12 3251777 390
13 3224340 474
14 3196844 498
15 3163502 517
16 3132250 526
17 3101927 510
18 3077680 558
19 3030144 403
20 3008077 473
21 2976278 480
22 2947192 484
23 2918229 478
24 2885361 517
25 2849172 506
26 2815556 485
27 2793619 531
28 2753463 520
29 2726396 543
30 2702594 522
31 2668406 552
32 2627674 533
33 2606880 548
34 2565393 503
35 2546364 562
36 2522155 592
37 2484480 581
38 2457232 599
39 2426077 578
40 2405531 593
41 2369748 588
42 2340507 638
43 2311862 622
44 2280183 590
45 2252254 634
46 2220900 637
47 2190710 626
48 2156636 637
49 2123889 629
50 2093434 607
51 2064736 624
52 2036608 600
53 2008460 664
54 1979639 673
55 1952183 691
56 1921098 688
57 1890298 683
58 1862133 677
59 1832793 679
60 1805079 750
61 1774822 709
62 1744563 698
63 1715445 751
64 1685214 760
65 1654014 725
66 1624085 720
67 1594243 771
68 1564128 827
69 1534048 823
70 1503890 828
71 1473717 821
72 1443311 834
73 1412636 764
74 1382838 825
75 1352584 760
76 1321439 766
77 1292035 813
78 1262062 845
79 1231669 851
80 1201507 842
81 1171232 861
82 1140921 864
83 1110456 853
84 1079845 854
85 1049299 833
86 1019091 821
87 989096 858
88 958651 854
89 928663 854
90 898362 861
91 868102 858
92 837739 860
93 807474 849
94 777128 862
95 746602 847
96 716329 847
97 686110 858
98 655957 863
99 625683 860
100 595196 858
101 565002 861
102 534613 859
103 504318 860
104 474147 865
105 443655 860
106 413463 865
107 383136 864
108 352902 865
109 322591 865
110 292272 864
111 261985 866
112 233272 865
113 207242 866
114 183670 866
115 162414 865
116 143301 866
117 126125 865
118 110843 866
119 97154 866
120 84975 866
121 74184 866
122 64613 866
123 56128 866
124 48653 866
125 42060 866
126 36262 866
127 31177 866
128 26706 866
129 22820 866
130 19446 865
131 16526 865
132 13946 864
133 11756 864
134 9872 860
135 8261 860
136 6880 859
137 5670 848
138 4680 845
139 3820 840
140 3037 831
141 2401 822
142 1881 813
143 1245 781
144 774 769
145 346 741
146 249 756
147 176 768
148 122 783
149 81 793
150 51 804
151 31 810
152 18 815
153 12 827
154 8 831
155 5 834
156 3 840
157 1 846
158 0 851
159 0 854
160 0 855
161 0 857
162 0 858
163 0 859
164 0 859
165 0 861
166 0 861
167 0 862
168 0 863
169 0 864
170 0 864
171 0 864
172 0 865
173 0 865
174 0 865
175 0 865
176 0 865
177 0 865
178 0 865
179 0 865
180 0 866
181 0 866
