Threshold Cost Clusters
-1 0 1
0 0 1
1 344233 1
2 688466 1
3 1030742 2
4 1366673 5
5 1688759 11
6 2009838 15
7 2325302 18
8 2601212 29
9 2882526 38
10 3101924 60
11 3235298 82
12 3346754 119
13 3451161 538
14 3420897 563
15 3388582 560
16 3359997 563
17 3331983 557
18 3294792 405
19 3268089 559
20 3234602 493
21 3209178 442
22 3175383 489
23 3141526 481
24 3119034 578
25 3073563 428
26 3049299 533
27 3018795 522
28 2991794 616
29 2941191 493
30 2925131 534
31 2893453 540
32 2862256 521
33 2827066 538
34 2801602 551
35 2770427 540
36 2741916 562
37 2709145 534
38 2679724 566
39 2652896 541
40 2617810 573
41 2587585 566
42 2561227 588
43 2532612 610
44 2501258 603
45 2471686 625
46 2432686 603
47 2394339 617
48 2380884 654
49 2347518 612
50 2320449 638
51 2286028 613
52 2260748 625
53 2232982 680
54 2200656 665
55 2174034 672
56 2142253 683
57 2110306 656
58 2080132 661
59 2048006 666
60 2019881 662
61 1990754 662
62 1960153 693
63 1928682 691
64 1899359 692
65 1872710 725
66 1842312 727
67 1812296 735
68 1782741 722
69 1752732 743
70 1723686 757
71 1693068 766
72 1662123 756
73 1632110 743
74 1602070 744
75 1572764 742
76 1543330 781
77 1513548 741
78 1483507 837
79 1453288 789
80 1422802 815
81 1392359 831
82 1362327 828
83 1332066 853
84 1301908 845
85 1271674 834
86 1241329 837
87 1211253 847
88 1181008 852
89 1150261 842
90 1119681 840
91 1089681 837
92 1059725 856
93 1029529 849
94 999290 864
95 968909 856
96 938592 855
97 908310 852
98 877614 848
99 847455 850
100 817217 855
101 787086 863
102 756859 862
103 726499 864
104 696236 865
105 665922 865
106 635581 864
107 605275 865
108 574989 865
109 544679 865
110 514378 866
111 484013 865
112 453733 865
113 423442 866
114 393130 866
115 362757 863
116 332500 865
117 302195 866
118 271883 866
119 242595 866
120 215978 866
121 191846 866
122 170010 866
123 150259 866
124 132461 866
125 116488 866
126 102215 866
127 89462 866
128 78098 866
129 68050 866
130 59148 866
131 51273 866
132 44298 866
133 38188 866
134 32834 866
135 28166 866
136 24121 865
137 20613 865
138 17544 864
139 14923 864
140 12688 864
141 10761 863
142 9114 863
143 7671 859
144 6447 855
145 5309 837
146 4347 831
147 3559 828
148 2906 827
149 2321 817
150 1872 810
151 1503 809
152 1087 795
153 692 776
154 311 755
155 234 767
156 175 778
157 126 794
158 89 797
159 61 809
160 42 817
161 30 822
162 21 829
163 15 836
164 10 842
165 6 848
166 3 849
167 1 854
168 0 858
169 0 859
170 0 861
171 0 861
172 0 861
173 0 865
174 0 866
175 0 866
