Threshold Cost Clusters
-1 0 1
0 0 1
1 344233 1
2 687217 2
3 1026759 4
4 1356021 9
5 1675044 15
6 1981831 22
7 2242724 39
8 2516932 46
9 2768726 57
10 2983753 72
11 3202386 80
12 3308725 103
13 3353366 509
14 3321341 567
15 3294278 772
16 3261937 546
17 3234025 615
18 3204290 854
19 3173245 741
20 3142982 692
21 3112188 650
22 3081866 641
23 3052866 866
24 3021519 655
25 2992241 866
26 2961617 796
27 2930929 756
28 2900178 692
29 2870224 673
30 2839215 715
31 2808574 692
32 2777070 648
33 2748627 786
34 2717517 693
35 2687488 720
36 2657954 746
37 2625761 649
38 2596822 780
39 2565343 630
40 2536001 750
41 2501878 671
42 2471309 611
43 2439142 643
44 2409254 651
45 2380914 655
46 2350133 670
47 2321414 705
48 2290862 693
49 2262218 719
50 2232060 700
51 2201788 701
52 2170649 667
53 2141532 663
54 2108540 716
55 2079278 696
56 2050299 720
57 2020050 741
58 1988785 741
59 1960253 756
60 1930936 860
61 1898548 722
62 1869788 823
63 1839626 808
64 1809644 809
65 1779263 810
66 1748718 843
67 1718378 822
68 1688146 843
69 1657954 825
70 1627800 851
71 1597484 853
72 1567079 843
73 1536365 843
74 1506005 842
75 1475778 835
76 1445403 840
77 1415127 840
78 1384854 837
79 1354595 836
80 1324559 855
81 1294264 837
82 1264022 844
83 1233773 849
84 1203706 860
85 1173344 859
86 1142986 861
87 1112648 860
88 1082034 850
89 1051624 853
90 1021237 845
91 991294 851
92 960875 851
93 930618 850
94 900392 847
95 870265 859
96 839990 863
97 809716 864
98 779216 845
99 748912 858
100 718848 866
101 688518 856
102 658223 866
103 627828 854
104 597522 862
105 566969 856
106 536847 857
107 506586 863
108 476115 854
109 445877 860
110 415638 863
111 385413 866
112 355101 866
113 324770 865
114 294476 866
115 264228 866
116 235819 866
117 210021 866
118 186673 866
119 165551 866
120 146495 866
121 129354 866
122 113963 866
123 100183 866
124 87831 866
125 76836 866
126 67065 866
127 58434 866
128 50826 866
129 44130 866
130 38203 866
131 32979 866
132 28419 866
133 24433 866
134 20968 866
135 17984 866
136 15412 865
137 13172 864
138 11235 865
139 9554 862
140 8114 862
141 6852 860
142 5765 854
143 4808 847
144 4022 847
145 3284 831
146 2708 830
147 2200 823
148 1767 819
149 1368 815
150 988 798
151 745 800
152 325 772
153 253 780
154 201 788
155 160 797
156 125 808
157 94 817
158 68 825
159 48 832
160 35 835
161 24 838
162 16 843
163 10 848
164 5 849
165 2 856
166 1 857
167 0 859
168 0 860
169 0 863
170 0 863
171 0 864
172 0 864
173 0 864
174 0 864
175 0 864
176 0 865
177 0 865
178 0 865
179 0 866
180 0 866
