Threshold Cost Clusters
-1 0 1
0 0 1
1 344233 1
2 688466 1
3 1030762 2
4 1366315 5
5 1700786 7
6 2025213 11
7 2347942 14
8 2650258 29
9 2891532 35
10 3194535 35
11 3341404 59
12 3565760 79
13 3705914 102
14 3687678 567
15 3648163 482
16 3625645 492
17 3594749 526
18 3564754 576
19 3537400 487
20 3506345 564
21 3476313 631
22 3447756 536
23 3413534 591
24 3385771 615
25 3356114 604
26 3327190 688
27 3293170 575
28 3265372 654
29 3227198 548
30 3203768 622
31 3166055 487
32 3136666 544
33 3106644 579
34 3076278 591
35 3042639 478
36 3011780 515
37 2986130 585
38 2954631 523
39 2922408 560
40 2886273 575
41 2864125 592
42 2829633 543
43 2800414 630
44 2768300 563
45 2741998 623
46 2710733 614
47 2681175 595
48 2651493 607
49 2620099 611
50 2592838 623
51 2561488 650
52 2531868 606
53 2500316 623
54 2473076 689
55 2441244 669
56 2412057 651
57 2380771 653
58 2350755 702
59 2321022 720
60 2291031 709
61 2261578 714
62 2231802 729
63 2201838 737
64 2171815 752
65 2140997 687
66 2109926 669
67 2079742 661
68 2050056 741
69 2018860 659
70 1989162 715
71 1958488 731
72 1928081 735
73 1898773 705
74 1869230 736
75 1838367 783
76 1807752 765
77 1777253 767
78 1747267 758
79 1718236 762
80 1687934 794
81 1657810 812
82 1627846 803
83 1597089 802
84 1566906 793
85 1537421 802
86 1507326 771
87 1476834 793
88 1446096 807
89 1415839 809
90 1385711 802
91 1355858 807
92 1325863 812
93 1295697 809
94 1265611 828
95 1235508 825
96 1205297 838
97 1175258 857
98 1145028 862
99 1114775 850
100 1084418 850
101 1054013 850
102 1023738 860
103 993529 863
104 963192 862
105 932966 865
106 902580 863
107 872344 865
108 841962 863
109 811597 857
110 781286 862
111 751004 858
112 720703 857
113 690391 858
114 659927 859
115 629712 863
116 599484 862
117 569138 863
118 538800 862
119 508564 864
120 478264 864
121 447968 865
122 417691 866
123 387380 866
124 357068 866
125 326740 865
126 296443 866
127 266178 866
128 237719 866
129 211819 866
130 188356 866
131 167136 866
132 148049 866
133 130870 866
134 115424 866
135 101581 866
136 89197 866
137 78163 866
138 68313 866
139 59556 866
140 51802 866
141 44924 866
142 38863 866
143 33537 866
144 28851 866
145 24742 865
146 21174 865
147 18078 865
148 15395 865
149 13051 863
150 11045 863
151 9345 862
152 7864 856
153 6569 850
154 5472 847
155 4562 844
156 3700 832
157 3004 825
158 2411 815
159 1939 812
160 1347 787
161 1036 790
162 749 786
163 307 754
164 232 765
165 175 783
166 128 794
167 91 805
168 64 814
169 44 823
170 28 829
171 18 833
172 11 838
173 6 841
174 5 846
175 4 852
176 3 855
177 2 859
178 1 860
179 0 862
180 0 862
181 0 864
182 0 865
183 0 865
184 0 865
185 0 865
186 0 865
187 0 866
