Threshold Cost Clusters
-1 0 1
0 0 1
1 342086 6
2 671930 16
3 987508 27
4 1259268 52
5 1530237 71
6 1723028 125
7 1832145 180
8 1858678 216
9 1894952 443
10 1857482 393
11 1848127 478
12 1830290 479
13 1787672 421
14 1789112 508
15 1774358 509
16 1726386 478
17 1727388 463
18 1709909 500
19 1690312 513
20 1679031 510
21 1658936 555
22 1642932 538
23 1630099 595
24 1586559 535
25 1565528 562
26 1557248 583
27 1566817 604
28 1544632 548
29 1516195 597
30 1524493 653
31 1502544 619
32 1489238 644
33 1478762 680
34 1450754 623
35 1452589 681
36 1433978 655
37 1420452 716
38 1404762 694
39 1386376 676
40 1374644 720
41 1360060 735
42 1337469 686
43 1321928 715
44 1305377 705
45 1294556 733
46 1270757 682
47 1262725 739
48 1244159 712
49 1229171 701
50 1213887 738
51 1203082 732
52 1188532 735
53 1170900 728
54 1155154 707
55 1145312 785
56 1130658 766
57 1112581 757
58 1100395 776
59 1086296 783
60 1071008 757
61 1055611 785
62 1043729 809
63 1030138 838
64 1016435 837
65 1001221 822
66 988032 833
67 974438 827
68 960544 832
69 946322 825
70 931669 829
71 917728 825
72 904946 838
73 890258 830
74 874878 814
75 861317 814
76 850337 833
77 836156 844
78 822874 836
79 809357 849
80 795702 846
81 781914 846
82 769280 852
83 754967 847
84 742485 864
85 728510 852
86 715188 855
87 701947 859
88 689113 863
89 675857 863
90 662484 858
91 649316 856
92 636315 864
93 622994 861
94 609970 863
95 596809 865
96 583683 865
97 570564 865
98 557195 858
99 544271 862
100 531281 864
101 518336 866
102 505088 862
103 492315 863
104 479251 862
105 466620 866
106 453830 866
107 441043 865
108 428357 864
109 415829 864
110 403491 866
111 391144 866
112 378839 865
113 366764 866
114 354710 866
115 342726 866
116 330823 866
117 319029 866
118 307334 866
119 295731 866
120 284247 866
121 272869 866
122 261593 866
123 250429 866
124 239376 866
125 228466 866
126 217705 866
127 207080 866
128 196579 866
129 186250 866
130 176126 866
131 166208 866
132 156525 866
133 147098 866
134 137970 866
135 129192 866
136 120808 866
137 112877 866
138 105438 866
139 98497 866
140 91998 866
141 85898 866
142 80176 866
143 74797 866
144 69809 866
145 65159 866
146 60851 866
147 56893 866
148 53225 866
149 49817 866
150 46587 864
151 43575 864
152 40724 863
153 38027 863
154 35425 863
155 32915 862
156 30515 862
157 28187 862
158 25915 862
159 23703 862
160 21565 863
161 19490 863
162 17486 863
163 15561 864
164 13709 864
165 11942 864
166 10267 862
167 8689 860
168 7258 860
169 5957 860
170 4780 856
171 3706 848
172 2779 845
173 1967 834
174 1303 824
175 815 820
176 441 813
177 122 762
178 42 789
179 5 817
180 0 866
181 0 866
