Threshold = -1 | Cost = 0 | Clusters = 1
Threshold = 0 | Cost = 0 | Clusters = 1
Threshold = 1 | Cost = 0 | Clusters = 1
Threshold = 2 | Cost = 1 | Clusters = 1
Threshold = 3 | Cost = 2 | Clusters = 1
Threshold = 4 | Cost = 3 | Clusters = 1
Threshold = 5 | Cost = 4 | Clusters = 1
Threshold = 6 | Cost = 5.22688007354736 | Clusters = 1
Threshold = 7 | Cost = 7.22688007354736 | Clusters = 1
Threshold = 8 | Cost = 9.22688007354736 | Clusters = 1
Threshold = 9 | Cost = 11.2268800735474 | Clusters = 1
Threshold = 10 | Cost = 13.2268800735474 | Clusters = 1
Threshold = 11 | Cost = 15.5275897979736 | Clusters = 1
Threshold = 12 | Cost = 18.5275897979736 | Clusters = 1
Threshold = 13 | Cost = 21.5275897979736 | Clusters = 1
Threshold = 14 | Cost = 24.5378684997559 | Clusters = 1
Threshold = 15 | Cost = 29.4962615966797 | Clusters = 1
Threshold = 16 | Cost = 39.8263473510742 | Clusters = 1
Threshold = 17 | Cost = 52.9390258789062 | Clusters = 1
Threshold = 18 | Cost = 69.7040481567383 | Clusters = 1
Threshold = 19 | Cost = 88.8938369750977 | Clusters = 1
Threshold = 20 | Cost = 111.330207824707 | Clusters = 1
Threshold = 21 | Cost = 143.106185913086 | Clusters = 1
Threshold = 22 | Cost = 179.515731811523 | Clusters = 1
Threshold = 23 | Cost = 226.287536621094 | Clusters = 1
Threshold = 24 | Cost = 288.271331787109 | Clusters = 1
Threshold = 25 | Cost = 366.501800537109 | Clusters = 1
Threshold = 26 | Cost = 456.164428710938 | Clusters = 1
Threshold = 27 | Cost = 559.1611328125 | Clusters = 1
Threshold = 28 | Cost = 679.9091796875 | Clusters = 1
Threshold = 29 | Cost = 828.426635742188 | Clusters = 1
Threshold = 30 | Cost = 1013.71246337891 | Clusters = 1
Threshold = 31 | Cost = 1238.06518554688 | Clusters = 1
Threshold = 32 | Cost = 1509.94201660156 | Clusters = 1
Threshold = 33 | Cost = 1838.19250488281 | Clusters = 1
Threshold = 34 | Cost = 2238.69287109375 | Clusters = 1
Threshold = 35 | Cost = 2735.15185546875 | Clusters = 1
Threshold = 36 | Cost = 3338.68139648438 | Clusters = 1
Threshold = 37 | Cost = 4078.5185546875 | Clusters = 1
Threshold = 38 | Cost = 4958.8486328125 | Clusters = 1
Threshold = 39 | Cost = 6001.7080078125 | Clusters = 1
Threshold = 40 | Cost = 7231.8720703125 | Clusters = 1
Threshold = 41 | Cost = 8690.931640625 | Clusters = 1
Threshold = 42 | Cost = 10410.576171875 | Clusters = 1
Threshold = 43 | Cost = 12445.556640625 | Clusters = 1
Threshold = 44 | Cost = 14819.5859375 | Clusters = 1
Threshold = 45 | Cost = 17610.876953125 | Clusters = 1
Threshold = 46 | Cost = 20868.154296875 | Clusters = 1
