Threshold Cost Clusters
-1 0 1
0 0 1
1 0 1
2 2 1
3 14 1
4 71 1
5 208 1
6 462 1
7 868 1
8 1464 1
9 2286 1
10 3395 1
11 4857 1
12 6723 1
13 9046 1
14 11870 1
15 15262 1
16 19315 1
17 24049 1
18 29471 1
19 35667 1
20 42658 1
21 50487 1
22 59208 1
23 68950 1
24 79753 1
25 91638 1
26 104667 1
27 118884 1
28 134332 1
29 151095 1
30 169143 1
31 188541 1
32 209363 1
33 231645 1
34 255423 1
35 280741 1
36 307577 1
37 335966 1
38 366000 1
39 397722 1
40 431203 1
41 466436 1
42 503469 1
43 542346 1
44 583068 1
45 625716 1
46 670371 1
47 717025 1
48 765774 1
49 816681 1
50 869780 1
51 925098 1
52 982662 1
53 1042474 1
54 1104608 1
55 1169149 1
56 1236040 1
57 1305387 1
58 1377233 1
59 1451535 1
60 1528344 1
61 1607723 1
62 1689834 1
63 1774686 1
64 1862392 1
65 1953036 1
66 2046645 1
67 2143273 1
68 2242992 1
69 2345764 1
70 2451702 1
71 2560887 1
72 2673399 1
73 2789291 1
74 2907854 2
75 2911306 21
76 3158136 1
77 3195905 27
78 2992628 33
79 3021312 135
80 3128395 92
81 3259466 172
82 3265730 80
83 1947674 85
84 1393902 55
85 1181012 30
86 1247087 31
87 1019247 17
88 1027216 8
89 967308 13
90 1580538 63
91 1265572 24
92 1800919 90
93 844870 3
94 859265 2
95 926979 3
96 883139 15
97 831963 25
98 765178 23
99 709613 21
100 632431 17
101 618543 19
102 511941 17
103 488794 18
104 540520 21
105 501786 24
106 521096 29
107 485352 30
108 461347 36
109 413657 58
110 379405 60
111 352846 96
112 365164 206
113 335621 233
114 334207 390
115 285514 467
116 249149 606
117 213562 739
118 170287 710
119 136493 733
120 110115 805
121 85476 852
122 63728 864
123 45900 866
124 31634 866
125 20585 866
126 12391 865
127 6663 866
128 2997 860
129 269 392
130 15 592
131 0 845
132 0 866
