Threshold Cost Clusters
-1 0 1
0 0 1
1 0 1
2 1 1
3 2 1
4 4 1
5 7 1
6 12 1
7 17 1
8 24 1
9 34 1
10 46 1
11 58 1
12 72 1
13 91 1
14 116 1
15 150 1
16 194 1
17 249 1
18 311 1
19 387 1
20 474 1
21 580 1
22 701 1
23 839 1
24 1000 1
25 1190 1
26 1411 1
27 1671 1
28 1974 1
29 2337 1
30 2767 1
31 3281 1
32 3877 1
33 4580 1
34 5420 1
35 6417 1
36 7588 1
37 8952 1
38 10550 1
39 12413 1
40 14557 1
41 17031 1
42 19883 1
43 23163 1
44 26917 1
45 31213 1
46 36126 1
47 41715 1
48 48035 1
49 55206 1
50 63322 1
51 72472 1
52 82720 1
53 94166 1
54 106963 1
55 121253 1
56 137232 1
57 154953 1
58 174516 1
59 196144 1
60 220061 1
61 246462 1
62 275540 1
63 307390 1
64 342182 1
65 380114 1
66 421415 1
67 466287 1
68 514935 1
69 567539 1
70 624396 1
71 685800 1
72 751902 1
73 822998 1
74 899195 1
75 980757 1
76 1057198 2
77 1149141 2
78 1244359 3
79 1350223 3
80 1461916 2
81 1569081 3
82 1691882 3
83 1779952 10
84 1867870 13
85 1969050 16
86 2046730 23
87 2111672 33
88 2203656 44
89 2208476 57
90 2301754 67
91 2209097 105
92 2279886 103
93 2163771 133
94 2099938 163
95 2114558 177
96 1972094 221
97 1870373 259
98 1732933 497
99 1593734 466
100 1436033 450
101 1306517 435
102 1218760 526
103 1098030 511
104 1015411 516
105 936050 594
106 858962 569
107 792367 625
108 736784 660
109 666866 656
110 615758 683
111 565195 729
112 512994 718
113 465347 718
114 423118 741
115 380962 750
116 343924 769
117 307126 759
118 277739 794
119 247850 796
120 220991 796
121 197463 798
122 175704 808
123 156054 849
124 138010 844
125 121690 842
126 107379 853
127 94432 862
128 82782 862
129 72437 863
130 63239 865
131 55083 866
132 47854 866
133 41514 866
134 35938 866
135 31031 866
136 26753 866
137 23031 866
138 19787 866
139 16953 865
140 14475 863
141 12328 862
142 10475 862
143 8859 859
144 7489 857
145 6299 856
146 5235 853
147 4345 852
148 3572 847
149 2889 833
150 2352 832
151 1864 828
152 1421 818
153 1096 814
154 418 758
155 313 763
156 235 774
157 176 786
158 132 795
159 95 812
160 69 821
161 51 830
162 39 836
163 30 841
164 22 847
165 15 850
166 8 852
167 4 856
168 2 856
169 0 857
170 0 861
171 0 862
172 0 863
173 0 863
174 0 863
175 0 865
176 0 865
177 0 866
178 0 866
