Threshold Cost Clusters
-1 0 1
0 0 1
1 0 1
2 1 1
3 2 1
4 3 1
5 4 1
6 5 1
7 6 1
8 7 1
9 8 1
10 9 1
11 11 1
12 13 1
13 15 1
14 17 1
15 19 1
16 21 1
17 24 1
18 29 1
19 34 1
20 41 1
21 50 1
22 61 1
23 76 1
24 92 1
25 114 1
26 143 1
27 179 1
28 221 1
29 274 1
30 335 1
31 410 1
32 505 1
33 621 1
34 757 1
35 916 1
36 1106 1
37 1332 1
38 1603 1
39 1936 1
40 2342 1
41 2830 1
42 3411 1
43 4095 1
44 4908 1
45 5874 1
46 7020 1
47 8381 1
48 9957 1
49 11804 1
50 13950 1
51 16437 1
52 19341 1
53 22691 1
54 26528 1
55 30963 1
56 36033 1
57 41808 1
58 48374 1
59 55801 1
60 64206 1
61 73743 1
62 84531 1
63 96671 1
64 110278 1
65 125465 1
66 142389 1
67 161249 1
68 182163 1
69 205270 1
70 230773 1
71 258872 1
72 289840 1
73 323914 1
74 361251 1
75 402095 1
76 446688 1
77 495214 1
78 547941 1
79 605121 1
80 667129 1
81 734093 1
82 806184 1
83 883753 1
84 966949 1
85 1055916 1
86 1131795 3
87 1231462 2
88 1337316 4
89 1440861 4
90 1559538 3
91 1670008 9
92 1780395 11
93 1868496 12
94 1978190 26
95 2036159 27
96 2074533 41
97 2158502 51
98 2213056 69
99 2189742 70
100 2199290 87
101 2196450 112
102 2186852 140
103 2113140 520
104 1950036 435
105 1795194 454
106 1638596 436
107 1496791 473
108 1386490 500
109 1301195 376
110 1174377 554
111 1070128 531
112 973202 533
113 889930 568
114 825704 588
115 760076 632
116 689080 612
117 635067 603
118 581005 652
119 527218 661
120 480554 709
121 430008 698
122 390541 724
123 351517 760
124 314727 743
125 280403 769
126 250944 802
127 223445 788
128 198608 819
129 175814 819
130 154763 830
131 136003 827
132 120325 857
133 105334 854
134 92233 855
135 80616 859
136 70265 862
137 61057 866
138 52906 866
139 45701 866
140 39364 865
141 33832 866
142 29040 866
143 24875 866
144 21280 866
145 18158 864
146 15410 864
147 13020 863
148 10955 861
149 9207 860
150 7714 857
151 6432 854
152 5317 844
153 4381 835
154 3586 829
155 2914 826
156 2278 819
157 1712 799
158 1331 790
159 953 781
160 383 747
161 282 762
162 205 774
163 148 790
164 105 795
165 73 801
166 51 810
167 38 818
168 27 832
169 18 837
170 11 841
171 6 845
172 3 849
173 0 853
174 0 855
175 0 855
176 0 857
177 0 857
178 0 857
179 0 861
180 0 861
181 0 862
182 0 864
183 0 864
184 0 864
185 0 864
186 0 865
187 0 865
188 0 865
189 0 865
190 0 866
191 0 866
