Threshold Cost Clusters
-1 0 1
0 0 1
1 0 1
2 1 1
3 2 1
4 3 1
5 4 1
6 5 1
7 7 1
8 9 1
9 11 1
10 14 1
11 17 1
12 20 1
13 23 1
14 26 1
15 29 1
16 33 1
17 37 1
18 45 1
19 54 1
20 66 1
21 81 1
22 99 1
23 119 1
24 144 1
25 178 1
26 219 1
27 270 1
28 333 1
29 409 1
30 503 1
31 621 1
32 757 1
33 919 1
34 1108 1
35 1329 1
36 1589 1
37 1901 1
38 2271 1
39 2710 1
40 3223 1
41 3843 1
42 4584 1
43 5451 1
44 6453 1
45 7613 1
46 8958 1
47 10531 1
48 12343 1
49 14452 1
50 16904 1
51 19706 1
52 22884 1
53 26478 1
54 30583 1
55 35281 1
56 40623 1
57 46696 1
58 53545 1
59 61270 1
60 69944 1
61 79672 1
62 90578 1
63 102722 1
64 116238 1
65 131233 1
66 147897 1
67 166428 1
68 186882 1
69 209369 1
70 234071 1
71 261222 1
72 291013 1
73 323565 1
74 359051 1
75 397733 1
76 439720 1
77 485159 1
78 534349 1
79 587396 1
80 644539 1
81 705975 1
82 771931 1
83 842599 1
84 918194 1
85 998729 1
86 1084538 1
87 1175834 1
88 1272826 1
89 1375613 1
90 1484425 1
91 1578093 3
92 1688284 4
93 1782759 7
94 1881440 10
95 2014477 9
96 2109182 17
97 2123638 30
98 2208637 35
99 2237623 57
100 2330746 68
101 2398199 57
102 2396190 89
103 2414836 117
104 2293019 124
105 2291706 148
106 2146480 176
107 2111696 246
108 1930863 478
109 1805571 446
110 1647017 445
111 1511160 410
112 1397718 425
113 1310347 520
114 1147854 472
115 1088056 520
116 1002351 509
117 944943 545
118 870749 544
119 800510 571
120 747274 593
121 678664 597
122 632336 636
123 577622 672
124 520170 667
125 479270 710
126 436157 703
127 396220 754
128 356191 732
129 318265 751
130 288901 789
131 257907 771
132 232663 832
133 207720 814
134 185116 821
135 164869 842
136 146594 858
137 129879 846
138 114809 851
139 101602 862
140 89497 858
141 78854 861
142 69213 863
143 60520 865
144 52817 866
145 45978 866
146 39918 866
147 34577 866
148 29856 866
149 25734 866
150 22127 866
151 18942 864
152 16147 865
153 13702 864
154 11569 864
155 9747 862
156 8184 860
157 6763 850
158 5634 847
159 4679 844
160 3778 829
161 3057 816
162 2457 806
163 1970 802
164 1490 790
165 1160 789
166 788 780
167 312 748
168 234 760
169 171 772
170 122 785
171 84 795
172 55 802
173 36 810
174 23 822
175 13 827
176 7 831
177 4 834
178 2 838
179 1 842
180 0 848
181 0 856
182 0 859
183 0 860
184 0 860
185 0 862
186 0 862
187 0 863
188 0 863
189 0 863
190 0 865
191 0 865
192 0 865
193 0 866
