Threshold Cost Clusters
-1 0 1
0 0 1
1 0 1
2 1 1
3 2 1
4 4 1
5 6 1
6 11 1
7 16 1
8 23 1
9 37 1
10 58 1
11 84 1
12 119 1
13 172 1
14 241 1
15 329 1
16 441 1
17 575 1
18 748 1
19 976 1
20 1261 1
21 1604 1
22 2025 1
23 2544 1
24 3181 1
25 3944 1
26 4858 1
27 5952 1
28 7240 1
29 8770 1
30 10569 1
31 12699 1
32 15205 1
33 18112 1
34 21505 1
35 25440 1
36 30011 1
37 35268 1
38 41275 1
39 48145 1
40 55929 1
41 64750 1
42 74693 1
43 85818 1
44 98205 1
45 111966 1
46 127189 1
47 144023 1
48 162547 1
49 182884 1
50 205147 1
51 229429 1
52 255833 1
53 284412 1
54 315404 1
55 348881 1
56 385013 1
57 423912 1
58 465695 1
59 510514 1
60 558486 1
61 609690 1
62 664304 1
63 722460 1
64 784355 1
65 850290 1
66 920448 1
67 994992 1
68 1073883 1
69 1157395 1
70 1245778 1
71 1339229 1
72 1437890 1
73 1541900 1
74 1651394 1
75 1766493 1
76 1887450 1
77 2009706 2
78 2105732 3
79 2228000 4
80 2385072 4
81 2532640 5
82 2683730 6
83 2816634 9
84 2912757 61
85 2841908 85
86 2791250 170
87 2795768 317
88 2614838 347
89 2436525 364
90 2219082 307
91 2017653 287
92 1769392 230
93 1502786 161
94 1252793 144
95 1073747 114
96 994314 114
97 982033 119
98 932119 128
99 921431 134
100 854321 195
101 805471 265
102 736595 329
103 660357 320
104 673412 593
105 613779 635
106 551855 653
107 499149 759
108 445546 833
109 393293 835
110 344404 795
111 301939 848
112 262847 858
113 226933 839
114 195554 855
115 167226 861
116 141961 855
117 119605 851
118 100166 852
119 83282 857
120 68874 861
121 56328 866
122 45551 865
123 36544 866
124 28996 866
125 22723 866
126 17537 866
127 13339 866
128 9992 866
129 7351 862
130 5267 853
131 3633 836
132 2313 789
133 731 598
134 216 584
135 102 648
136 41 714
137 19 757
138 5 796
139 1 824
140 0 842
141 1 858
142 0 862
143 0 866
