Threshold Cost Clusters
-1 0 1
0 0 1
1 0 1
2 1 1
3 3 1
4 6 1
5 10 1
6 16 1
7 26 1
8 41 1
9 60 1
10 86 1
11 116 1
12 155 1
13 202 1
14 259 1
15 329 1
16 412 1
17 507 1
18 625 1
19 768 1
20 934 1
21 1119 1
22 1343 1
23 1619 1
24 1938 1
25 2316 1
26 2777 1
27 3344 1
28 4010 1
29 4795 1
30 5710 1
31 6790 1
32 8048 1
33 9522 1
34 11228 1
35 13209 1
36 15511 1
37 18168 1
38 21231 1
39 24746 1
40 28785 1
41 33426 1
42 38721 1
43 44709 1
44 51479 1
45 59139 1
46 67794 1
47 77588 1
48 88592 1
49 100927 1
50 114716 1
51 130121 1
52 147288 1
53 166389 1
54 187575 1
55 211019 1
56 236975 1
57 265482 1
58 296837 1
59 331221 1
60 368792 1
61 409849 1
62 454695 1
63 503522 1
64 556491 1
65 613853 1
66 675821 1
67 742659 1
68 814556 1
69 891713 1
70 974323 1
71 1062640 1
72 1156801 1
73 1247050 2
74 1352661 2
75 1464872 2
76 1583774 2
77 1703521 6
78 1775252 9
79 1851694 16
80 1937792 22
81 2054559 34
82 2046429 43
83 2142492 49
84 2155473 60
85 2266898 70
86 2302203 75
87 2211282 106
88 2173140 147
89 2118896 153
90 2088870 542
91 1918680 292
92 1801078 540
93 1642559 396
94 1496072 435
95 1379860 486
96 1250477 474
97 1161022 455
98 1031360 561
99 972972 593
100 884896 579
101 810830 624
102 741968 647
103 683703 627
104 627709 649
105 569295 681
106 519468 702
107 474398 719
108 433452 728
109 391314 741
110 351126 739
111 316854 758
112 285567 773
113 254929 789
114 227131 789
115 203482 789
116 180556 789
117 160408 827
118 142134 831
119 125751 842
120 110980 855
121 97581 853
122 85717 859
123 75002 857
124 65659 865
125 57256 866
126 49779 866
127 43181 866
128 37369 865
129 32353 866
130 27968 866
131 24118 866
132 20734 866
133 17767 865
134 15168 864
135 12893 863
136 10954 859
137 9259 857
138 7795 856
139 6563 855
140 5505 852
141 4556 842
142 3798 839
143 3082 837
144 2538 833
145 1979 821
146 1542 810
147 1156 798
148 873 796
149 622 790
150 293 766
151 231 777
152 184 788
153 146 795
154 114 805
155 87 818
156 65 824
157 50 827
158 38 836
159 30 844
160 27 851
161 24 856
162 21 858
163 18 859
164 15 860
165 12 860
166 10 860
167 8 861
168 6 862
169 4 863
170 2 864
171 1 864
172 0 864
173 0 864
174 0 865
175 0 865
176 0 866
177 0 866
