Threshold Cost Clusters
-1 0 1
0 0 1
1 345549 1
2 624274 30
3 553983 26
4 510828 8
5 582824 9
6 607675 10
7 595042 27
8 627098 35
9 704335 62
10 727730 51
11 701332 56
12 861763 37
13 750405 44
14 762640 78
15 760580 80
16 811539 81
17 902925 127
18 907834 162
19 829787 102
20 827994 124
21 857517 148
22 920125 156
23 900198 159
24 875198 180
25 913832 208
26 955471 222
27 955608 239
28 1012719 273
29 1005296 274
30 1077412 312
31 974270 269
32 983243 276
33 961146 265
34 959706 285
35 988331 300
36 1044994 343
37 1068197 351
38 1040612 335
39 955929 309
40 1015411 361
41 1002192 358
42 1006375 367
43 1014726 393
44 979472 378
45 970866 397
46 1011292 435
47 1031236 449
48 990610 418
49 981738 402
50 986759 443
51 993538 478
52 965947 461
53 956296 452
54 954332 471
55 934882 473
56 962399 501
57 958727 496
58 949093 493
59 900170 482
60 918324 509
61 947550 549
62 930132 550
63 929015 581
64 890689 571
65 889991 582
66 870900 584
67 862406 589
68 849123 594
69 847174 611
70 830005 600
71 837804 614
72 818351 624
73 801731 618
74 804192 655
75 789790 648
76 773588 656
77 748458 651
78 761117 665
79 756285 685
80 738499 685
81 728395 689
82 718198 693
83 705517 713
84 695536 719
85 685772 721
86 675991 722
87 680165 747
88 669179 763
89 658054 774
90 639826 771
91 621717 759
92 611223 768
93 607639 796
94 598084 802
95 587387 812
96 575628 826
97 560694 817
98 548567 821
99 537799 836
100 526444 840
101 513721 837
102 502830 848
103 490207 853
104 475125 850
105 463276 854
106 452238 858
107 440753 861
108 428339 864
109 415867 865
110 403423 865
111 390982 863
112 378837 865
113 366698 865
114 354520 863
115 342602 864
116 330804 865
117 318967 865
118 307334 866
119 295731 866
120 284248 866
121 272811 865
122 261535 865
123 250374 865
124 239322 865
125 228416 865
126 217706 866
127 207080 866
128 196580 866
129 186251 866
130 176126 866
131 166166 865
132 156526 866
133 147089 865
134 137970 866
135 129192 866
136 120808 866
137 112877 866
138 105438 866
139 98497 866
140 91998 866
141 85898 866
142 80176 866
143 74762 865
144 69809 866
145 65159 866
146 60851 866
147 56862 865
148 53198 865
149 49791 865
150 46587 865
151 43427 862
152 40603 862
153 37890 860
154 34859 846
155 32393 846
156 29904 842
157 27617 842
158 24648 815
159 22515 813
160 20219 807
161 18121 801
162 14066 712
163 11219 670
164 9509 657
165 6971 589
166 5795 584
167 3591 490
168 1439 350
169 1082 366
170 803 392
171 568 416
172 367 446
173 212 483
174 129 527
175 79 594
176 43 653
177 16 710
178 7 753
179 2 812
180 0 866
181 0 866
